Dispatch Call ID Number,Dispatch Code,Call Description,Priority Level of Call,Call Disposition,Crime Incident Report Written,Crime Incident ID,Address Street,Address City,Address Zip,Geographic Coordinates,Police Division,Police Beat,Time of Call,Time of Dispatch,Time of Arrival,Date of Call,Source PDF File,Source Page
,,DISTURBANCE,,Unfounded,No,,200 BOSTON POST ROAD EAST,Marlborough,,,Marlborough PD,,00:19,,,01/01/2025,UCLA 2025.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,63 STATE ST,Marlborough,,,Marlborough PD,,00:22,,,01/01/2025,UCLA 2025.pdf,1
,,DISTURBANCE,,Report,Yes,,13 HIGHLAND ST,Marlborough,,,Marlborough PD,,00:23,,,01/01/2025,UCLA 2025.pdf,1
,,COMPLAINT,,Unfounded,No,,28 ROYAL CREST DR Apt. #12,Marlborough,,,Marlborough PD,,00:35,,,01/01/2025,UCLA 2025.pdf,1
,,BUILDING CHECK,,Services Rendered- PD,No,,865 DONALD J. LYNCH BLVD,Marlborough,,,Marlborough PD,,00:40,,,01/01/2025,UCLA 2025.pdf,1
,,BUILDING CHECK,,Services Rendered- PD,No,,601 DONALD J. LYNCH BLVD,Marlborough,,,Marlborough PD,,00:44,,,01/01/2025,UCLA 2025.pdf,1
,,ESCORT/TRANSPORT,,Services Rendered- PD,No,,355 BOLTON ST,Marlborough,,,Marlborough PD,,00:48,,,01/01/2025,UCLA 2025.pdf,1
,,SUSPICIOUS ACTIVITY,,Unfounded,No,,15 SIDNEY ST,Marlborough,,,Marlborough PD,,01:27,,,01/01/2025,UCLA 2025.pdf,1
,,Suspicious M/V,,Services Rendered- PD,No,,109 CHASE RD,Marlborough,,,Marlborough PD,,01:45,,,01/01/2025,UCLA 2025.pdf,1
,,ASSIST OTHER AGENCY,,Services Rendered- PD,No,,PLEASANT ST,Marlborough,,,Marlborough PD,,02:13,,,01/01/2025,UCLA 2025.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,29 PLEASANT ST Apt. #D2,Marlborough,,,Marlborough PD,,04:24,,,01/01/2025,UCLA 2025.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,121 NORTHBORO ROAD EAST Apt. #113,Marlborough,,,Marlborough PD,,05:02,,,01/01/2025,UCLA 2025.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,400 BOLTON ST Apt. #233,Marlborough,,,Marlborough PD,,05:03,,,01/01/2025,UCLA 2025.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,90 PROSPECT ST,Marlborough,,,Marlborough PD,,07:38,,,01/01/2025,UCLA 2025.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,121 NORTHBORO ROAD EAST Apt. #136B,Marlborough,,,Marlborough PD,,08:24,,,01/01/2025,UCLA 2025.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,88 ROUNDTOP RD,Marlborough,,,Marlborough PD,,08:46,,,01/01/2025,UCLA 2025.pdf,1
,,MVA PROPERTY DAMAGE ONLY,,Report,Yes,,31 CHURCH ST,Marlborough,,,Marlborough PD,,09:20,,,01/01/2025,UCLA 2025.pdf,1
,,"ALARM, BURGLAR",,Building Checked/Secured,No,,734 FOREST ST Apt. #300,Marlborough,,,Marlborough PD,,09:27,,,01/01/2025,UCLA 2025.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,219 RIDGE RD,Marlborough,,,Marlborough PD,,10:07,,,01/01/2025,UCLA 2025.pdf,2
,,Ambulance Assist,,Services Rendered- PD,No,,121 NORTHBORO ROAD EAST Apt. #108A,Marlborough,,,Marlborough PD,,10:24,,,01/01/2025,UCLA 2025.pdf,2
,,ASSIST CITIZEN,,Report,Yes,,37 EXETER ST,Marlborough,,,Marlborough PD,,11:25,,,01/01/2025,UCLA 2025.pdf,2
,,Eratic Operator,,Unfounded,No,,60 LINCOLN ST,Marlborough,,,Marlborough PD,,11:51,,,01/01/2025,UCLA 2025.pdf,2
,,Ambulance Assist,,Services Rendered- PD,No,,400 HEMENWAY ST Apt. #265,Marlborough,,,Marlborough PD,,12:39,,,01/01/2025,UCLA 2025.pdf,2
,,Ambulance Assist,,Services Rendered- PD,No,,240 MAIN ST Apt. #102,Marlborough,,,Marlborough PD,,12:50,,,01/01/2025,UCLA 2025.pdf,2
,,911 Hangup/Call,,Services Rendered- PD,No,,98 BOLTON ST,Marlborough,,,Marlborough PD,,12:57,,,01/01/2025,UCLA 2025.pdf,2
,,Ambulance Assist,,Services Rendered- PD,No,,52 SONIA DR,Marlborough,,,Marlborough PD,,13:01,,,01/01/2025,UCLA 2025.pdf,2
,,Ambulance Assist,,Services Rendered- PD,No,,55 HOWLAND ST Apt. #1A,Marlborough,,,Marlborough PD,,13:11,,,01/01/2025,UCLA 2025.pdf,2
,,ASSIST OTHER AGENCY,,Services Rendered- PD,No,,FAMILY RESIDENTIAL - 143 ELM ST,Marlborough,,,Marlborough PD,,13:49,,,01/01/2025,UCLA 2025.pdf,2
,,Fraud / Forgery,,Report,Yes,,36 NASHOBA DR,Marlborough,,,Marlborough PD,,13:51,,,01/01/2025,UCLA 2025.pdf,2
,,MVA PROPERTY DAMAGE ONLY,,Report,Yes,,260 EAST MAIN ST,Marlborough,,,Marlborough PD,,14:38,,,01/01/2025,UCLA 2025.pdf,2
,,Parking Violation,,Services Rendered- PD,No,,139 EDINBORO ST @ 7 EXETER ST,Marlborough,,,Marlborough PD,,14:57,,,01/01/2025,UCLA 2025.pdf,2
,,"ALARM, BURGLAR",,Building Checked/Secured,No,,451 BOSTON POST ROAD EAST,Marlborough,,,Marlborough PD,,15:09,,,01/01/2025,UCLA 2025.pdf,2
,,FOUND/LOST PROPERTY,,Report,Yes,,601 DONALD J. LYNCH BLVD,Marlborough,,,Marlborough PD,,15:19,,,01/01/2025,UCLA 2025.pdf,2
,,Well being check,,Services Rendered- PD,No,,44 BRIARWOOD LN Apt. #6,Marlborough,,,Marlborough PD,,15:26,,,01/01/2025,UCLA 2025.pdf,2
,,DISTURBANCE,,Report,Yes,,28 MILL STREET CENTRAL,Marlborough,,,Marlborough PD,,15:55,,,01/01/2025,UCLA 2025.pdf,2
,,SUSPICIOUS ACTIVITY,,Unfounded,No,,423 DONALD J. LYNCH BLVD,Marlborough,,,Marlborough PD,,17:42,,,01/01/2025,UCLA 2025.pdf,2
,,SERVE WARRANT,,Unfounded,No,,184 MECHANIC ST,Marlborough,,,Marlborough PD,,17:43,,,01/01/2025,UCLA 2025.pdf,2
,,Well being check,,Services Rendered- PD,No,,SOUTH BOLTON ST,Marlborough,,,Marlborough PD,,17:58,,,01/01/2025,UCLA 2025.pdf,2
,,Ambulance Assist,,Services Rendered- PD,No,,70 AZALEA LN,Marlborough,,,Marlborough PD,,18:11,,,01/01/2025,UCLA 2025.pdf,3
,,MVA PROPERTY DAMAGE ONLY,,Services Rendered- PD,No,,59 EAST MAIN ST,Marlborough,,,Marlborough PD,,18:16,,,01/01/2025,UCLA 2025.pdf,3
,,MVA PROPERTY DAMAGE ONLY,,Services Rendered- PD,No,,146 MAPLE ST,Marlborough,,,Marlborough PD,,18:42,,,01/01/2025,UCLA 2025.pdf,3
,,MOTOR VEHICLE STOP,,CRIMINAL COMPLAINT,Yes,,2 SILVER ST @ 558 LINCOLN ST,Marlborough,,,Marlborough PD,,20:18,,,01/01/2025,UCLA 2025.pdf,3
,,MISSING PERSON,,No Action Required,No,,49 KINGS GRANT RD,Marlborough,,,Marlborough PD,,20:37,,,01/01/2025,UCLA 2025.pdf,3
,,Well being check,,Services Rendered- PD,No,,250 MAPLE ST,Marlborough,,,Marlborough PD,,23:05,,,01/01/2025,UCLA 2025.pdf,3
,,Ambulance Assist,,Services Rendered- PD,No,,118 BRIGHAM ST,Marlborough,,,Marlborough PD,,00:32,,,01/02/2025,UCLA 2025.pdf,3
,,Ambulance Assist,,Services Rendered- PD,No,,121 NORTHBORO ROAD EAST Apt. #115,Marlborough,,,Marlborough PD,,00:37,,,01/02/2025,UCLA 2025.pdf,3
