Dispatch Call ID Number,Dispatch Code,Call Description,Priority Level of Call,Call Disposition,Crime Incident Report Written,Crime Incident ID,Address Street,Address City,Address Zip,Geographic Coordinates,Police Division,Police Beat,Time of Call,Time of Dispatch,Time of Arrival,Date of Call,Source PDF File,Source Page
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,GRANGER BLVD @ NEW ST,Marlborough,,,Marlborough PD,,00:45,,,01/01/2009,2009 - Press Log.pdf,1
,,DISTURBANCE,,Report,Yes,,8 COTTING AVE Apt. #2,Marlborough,,,Marlborough PD,,00:49,,,01/01/2009,2009 - Press Log.pdf,1
,,"ALARM, BURGLAR",,Building Checked/Secured,No,,109 MILL STREET SOUTH,Marlborough,,,Marlborough PD,,01:26,,,01/01/2009,2009 - Press Log.pdf,1
,,DISTURBANCE,,Report,Yes,,181 CULLINANE DR,Marlborough,,,Marlborough PD,,01:28,,,01/01/2009,2009 - Press Log.pdf,1
,,DISTURBANCE,,Services Rendered- PD,No,,112 DONALD J. LYNCH BLVD Apt. #302,Marlborough,,,Marlborough PD,,01:37,,,01/01/2009,2009 - Press Log.pdf,1
,,DISTURBANCE,,Arrest(s) Made,Yes,09-2-AR,62-B ELM ST,Marlborough,,,Marlborough PD,,01:48,,,01/01/2009,2009 - Press Log.pdf,1
,,DISTURBANCE,,Report,Yes,,300 LINCOLN ST Apt. #1,Marlborough,,,Marlborough PD,,01:54,,,01/01/2009,2009 - Press Log.pdf,1
,,"ALARM, BURGLAR",,Building Checked/Secured,No,,520 FARM RD,Marlborough,,,Marlborough PD,,02:12,,,01/01/2009,2009 - Press Log.pdf,1
,,Parking Violation,,Services Rendered- PD,No,,16 MOFFA LN,Marlborough,,,Marlborough PD,,02:15,,,01/01/2009,2009 - Press Log.pdf,1
,,AUTO THEFT,,CRIMINAL COMPLAINT,Yes,,187 WEST MAIN ST Apt. #5,Marlborough,,,Marlborough PD,,02:21,,,01/01/2009,2009 - Press Log.pdf,1
,,AUTO THEFT,,Arrest(s) Made,Yes,09-3-AR; 09-4-AR,11 FLORENCE ST Apt. #C,Marlborough,,,Marlborough PD,,02:26,,,01/01/2009,2009 - Press Log.pdf,1
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,148 BOLTON ST @ 10 MILDON AVE,Marlborough,,,Marlborough PD,,03:05,,,01/01/2009,2009 - Press Log.pdf,1
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,265 LAKESIDE AVE,Marlborough,,,Marlborough PD,,03:06,,,01/01/2009,2009 - Press Log.pdf,1
