Dispatch Call ID Number,Dispatch Code,Call Description,Priority Level of Call,Call Disposition,Crime Incident Report Written,Crime Incident ID,Address Street,Address City,Address Zip,Geographic Coordinates,Police Division,Police Beat,Time of Call,Time of Dispatch,Time of Arrival,Date of Call,Source PDF File,Source Page
,,DISTURBANCE,,Unfounded,No,,34 BRIGHAM AVE,Marlborough,,,Marlborough PD,,00:21,,,01/01/2021,UCLA 2021.pdf,1
,,Ambulance Only,,Medical Assistance Rendered,No,,355 BOLTON ST,Marlborough,,,Marlborough PD,,00:34,,,01/01/2021,UCLA 2021.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,355 BOLTON ST,Marlborough,,,Marlborough PD,,00:45,,,01/01/2021,UCLA 2021.pdf,1
,,FOUND/LOST PROPERTY,,Services Rendered- PD,No,,GARABED BLVD,Marlborough,,,Marlborough PD,,00:47,,,01/01/2021,UCLA 2021.pdf,1
,,Medical,,Medical Assistance Rendered,No,,35 PADULA DR,Marlborough,,,Marlborough PD,,00:55,,,01/01/2021,UCLA 2021.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,35 PADULA DR,Marlborough,,,Marlborough PD,,00:55,,,01/01/2021,UCLA 2021.pdf,1
,,DISTURBANCE,,Services Rendered- PD,No,,261 BOSTON POST ROAD EAST Apt. #1,Marlborough,,,Marlborough PD,,01:01,,,01/01/2021,UCLA 2021.pdf,1
,,"ALARM, BURGLAR",,Building Checked/Secured,No,,133 EAST MAIN ST,Marlborough,,,Marlborough PD,,01:31,,,01/01/2021,UCLA 2021.pdf,1
,,DISTURBANCE,,Report,Yes,,33 DICKENSON WAY Apt. #73D,Marlborough,,,Marlborough PD,,01:55,,,01/01/2021,UCLA 2021.pdf,1
,,DISTURBANCE,,Report,Yes,,28 BRIARWOOD LN Apt. #4,Marlborough,,,Marlborough PD,,02:02,,,01/01/2021,UCLA 2021.pdf,1
,,DISTURBANCE,,Report,Yes,,147 EWALD AVE,Marlborough,,,Marlborough PD,,02:35,,,01/01/2021,UCLA 2021.pdf,1
,,MOTOR VEHICLE STOP,,Services Rendered- PD,No,,NASHOBA DR,Marlborough,,,Marlborough PD,,02:44,,,01/01/2021,UCLA 2021.pdf,1
