Dispatch Call ID Number,Dispatch Code,Call Description,Priority Level of Call,Call Disposition,Crime Incident Report Written,Crime Incident ID,Address Street,Address City,Address Zip,Geographic Coordinates,Police Division,Police Beat,Time of Call,Time of Dispatch,Time of Arrival,Date of Call,Source PDF File,Source Page
,,Private Tow,,Private tow,No,,39 BRIARWOOD LN,Marlborough,,,Marlborough PD,,07:08,,,06/21/2019,Call_Log_June_21_2019_to_July_1_2019.pdf,1
,,MVA WITH INJURIES,,Services Rendered- PD,No,,308 PARMENTER RD,Marlborough,,,Marlborough PD,,07:15,,,06/21/2019,Call_Log_June_21_2019_to_July_1_2019.pdf,1
,,"Fire, Detail",,Services Rendered- FD,No,,11 APEX DR,Marlborough,,,Marlborough PD,,08:21,,,06/21/2019,Call_Log_June_21_2019_to_July_1_2019.pdf,1
,,ESCORT/TRANSPORT,,Services Rendered- PD,No,,157 UNION ST,Marlborough,,,Marlborough PD,,08:40,,,06/21/2019,Call_Log_June_21_2019_to_July_1_2019.pdf,1
,,Suspicious M/V,,Arrest(s) Made,Yes,19-244-AR,50 HOWLAND ST,Marlborough,,,Marlborough PD,,08:45,,,06/21/2019,Call_Log_June_21_2019_to_July_1_2019.pdf,1
,,VANDALISM,,Report,Yes,,11 FLORENCE ST Apt. #C,Marlborough,,,Marlborough PD,,09:41,,,06/21/2019,Call_Log_June_21_2019_to_July_1_2019.pdf,1
,,MVA PROPERTY DAMAGE ONLY,,Services Rendered- PD,No,,155 BOSTON POST ROAD WEST,Marlborough,,,Marlborough PD,,09:51,,,06/21/2019,Call_Log_June_21_2019_to_July_1_2019.pdf,1
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,2 MOUNT ROYAL AVE,Marlborough,,,Marlborough PD,,10:35,,,06/21/2019,Call_Log_June_21_2019_to_July_1_2019.pdf,1
,,"ALARM, BURGLAR",,Building Checked/Secured,No,,488 BOSTON POST ROAD EAST,Marlborough,,,Marlborough PD,,10:51,,,06/21/2019,Call_Log_June_21_2019_to_July_1_2019.pdf,1
,,LARCENY,,Report,Yes,,734 FOREST ST,Marlborough,,,Marlborough PD,,11:09,,,06/21/2019,Call_Log_June_21_2019_to_July_1_2019.pdf,1
,,BUILDING CHECK,,Unfounded,No,,149 DICENZO BLVD,Marlborough,,,Marlborough PD,,11:46,,,06/21/2019,Call_Log_June_21_2019_to_July_1_2019.pdf,1
,,MVA PROPERTY DAMAGE ONLY,,Report,Yes,,339 LINCOLN ST @ 66 MECHANIC ST,Marlborough,,,Marlborough PD,,11:47,,,06/21/2019,Call_Log_June_21_2019_to_July_1_2019.pdf,1
