Dispatch Call ID Number,Dispatch Code,Call Description,Priority Level of Call,Call Disposition,Crime Incident Report Written,Crime Incident ID,Address Street,Address City,Address Zip,Geographic Coordinates,Police Division,Police Beat,Time of Call,Time of Dispatch,Time of Arrival,Date of Call,Source PDF File,Source Page
,,MVA PROPERTY DAMAGE ONLY,,Services Rendered- PD,No,,30 WEST MAIN ST,Marlborough,,,Marlborough PD,,07:50,,,01/09/2008,2008 - Press Log.pdf,1
,,DISTURBANCE,,Services Rendered- PD,No,,85 SAWIN ST,Marlborough,,,Marlborough PD,,08:13,,,01/09/2008,2008 - Press Log.pdf,1
,,Well being check,,Services Rendered- PD,No,,27 BELLEVIEW AVE,Marlborough,,,Marlborough PD,,08:31,,,01/09/2008,2008 - Press Log.pdf,1
,,Police Assist,,Services Rendered- PD,No,,140 MAIN ST,Marlborough,,,Marlborough PD,,08:56,,,01/09/2008,2008 - Press Log.pdf,1
,,LARCENY /FORGERY/ FRAUD,,Services Rendered- PD,No,,30 HIGHLAND ST,Marlborough,,,Marlborough PD,,09:02,,,01/09/2008,2008 - Press Log.pdf,1
,,Medical,,Transported to Hospital,No,,675 BRIGHAM ST,Marlborough,,,Marlborough PD,,09:26,,,01/09/2008,2008 - Press Log.pdf,1
,,Threats,,Services Rendered- PD,No,,255 MAIN ST,Marlborough,,,Marlborough PD,,09:28,,,01/09/2008,2008 - Press Log.pdf,1
,,SERVE WARRANT,,Arrest(s) Made,Yes,08-26-AR,355 BOLTON ST,Marlborough,,,Marlborough PD,,09:37,,,01/09/2008,2008 - Press Log.pdf,1
,,DISABLED MV,,Services Rendered- PD,No,,430 LAKESIDE AVE @ 14 GLEN ST,Marlborough,,,Marlborough PD,,09:56,,,01/09/2008,2008 - Press Log.pdf,1
,,Well being check,,Services Rendered- PD,No,,44 PARK ST,Marlborough,,,Marlborough PD,,10:34,,,01/09/2008,2008 - Press Log.pdf,1
,,MVA PROPERTY DAMAGE ONLY,,Services Rendered- PD,No,,400 BOLTON ST,Marlborough,,,Marlborough PD,,11:38,,,01/09/2008,2008 - Press Log.pdf,1
,,Medical,,Medical Assistance Rendered,No,,318 HEMENWAY ST,Marlborough,,,Marlborough PD,,15:20,,,01/09/2008,2008 - Press Log.pdf,1
,,DISABLED MV,,Services Rendered- PD,No,,7 HIGHLAND ST,Marlborough,,,Marlborough PD,,16:43,,,01/09/2008,2008 - Press Log.pdf,1
,,Medical,,Transported to Hospital,No,,450 BOSTON POST ROAD EAST Apt. #413,Marlborough,,,Marlborough PD,,16:51,,,01/09/2008,2008 - Press Log.pdf,1
,,LARCENY /FORGERY/ FRAUD,,Report,Yes,,431 BOLTON ST,Marlborough,,,Marlborough PD,,17:03,,,01/09/2008,2008 - Press Log.pdf,2
,,SERVE SUMMONS,,Services Rendered- PD,No,,149 PHELPS ST,Marlborough,,,Marlborough PD,,17:05,,,01/09/2008,2008 - Press Log.pdf,2
,,SERVE SUMMONS,,Services Rendered- PD,No,,157 UNION ST,Marlborough,,,Marlborough PD,,17:06,,,01/09/2008,2008 - Press Log.pdf,2
,,Accident by Mail,,Services Rendered- PD,No,,[MAR 3] 355 BOLTON ST,Marlborough,,,Marlborough PD,,17:15,,,01/09/2008,2008 - Press Log.pdf,2
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,21 FRANCIS ST,Marlborough,,,Marlborough PD,,17:26,,,01/09/2008,2008 - Press Log.pdf,2
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,728 DONALD J. LYNCH BLVD,Marlborough,,,Marlborough PD,,17:27,,,01/09/2008,2008 - Press Log.pdf,2
,,Parking Violation,,Citation/Warning Issued,No,,240 EAST MAIN ST,Marlborough,,,Marlborough PD,,17:33,,,01/09/2008,2008 - Press Log.pdf,2
,,DISTURBANCE,,Services Rendered- PD,No,,140 MAIN ST,Marlborough,,,Marlborough PD,,17:45,,,01/09/2008,2008 - Press Log.pdf,2
,,DISTURBANCE,,Unfounded,No,,33 CRESCENT ST,Marlborough,,,Marlborough PD,,17:47,,,01/09/2008,2008 - Press Log.pdf,2
,,LARCENY /FORGERY/ FRAUD,,Report,Yes,,130 LODI RD,Marlborough,,,Marlborough PD,,18:04,,,01/09/2008,2008 - Press Log.pdf,2
,,MOTOR VEHICLE STOP,,Arrest(s) Made,Yes,08-27-AR,140 MAIN ST,Marlborough,,,Marlborough PD,,18:24,,,01/09/2008,2008 - Press Log.pdf,2
,,MVA PROPERTY DAMAGE ONLY,,Report,Yes,,28 HOSMER ST,Marlborough,,,Marlborough PD,,18:43,,,01/09/2008,2008 - Press Log.pdf,2
,,ASSAULT,,Arrest(s) Made,Yes,08-28-AR,185 MECHANIC ST Apt. #5,Marlborough,,,Marlborough PD,,19:03,,,01/09/2008,2008 - Press Log.pdf,2
,,Medical,,Medical Assistance Rendered,No,,99 WEST MAIN ST,Marlborough,,,Marlborough PD,,19:18,,,01/09/2008,2008 - Press Log.pdf,2
,,DPW Called Out,,No Action Required,No,,207 BEACH ST,Marlborough,,,Marlborough PD,,19:56,,,01/09/2008,2008 - Press Log.pdf,2
,,DISTURBANCE,,Unfounded,No,,39 WOOD RD,Marlborough,,,Marlborough PD,,20:25,,,01/09/2008,2008 - Press Log.pdf,2
,,DISTURBANCE,,Report,Yes,,121 DONALD J. LYNCH BLVD,Marlborough,,,Marlborough PD,,20:33,,,01/09/2008,2008 - Press Log.pdf,2
,,DISTURBANCE,,Unfounded,No,,430 LAKESIDE AVE @ 14 GLEN ST,Marlborough,,,Marlborough PD,,20:49,,,01/09/2008,2008 - Press Log.pdf,3
,,Medical,,Services Rendered- FD,No,,19 KINGS GRANT RD,Marlborough,,,Marlborough PD,,00:39,,,01/10/2008,2008 - Press Log.pdf,3
,,Well being check,,No Action Required,No,,355 BOLTON ST,Marlborough,,,Marlborough PD,,03:14,,,01/10/2008,2008 - Press Log.pdf,3
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,330 BOSTON POST ROAD EAST,Marlborough,,,Marlborough PD,,05:42,,,01/10/2008,2008 - Press Log.pdf,3
,,"ALARM, BURGLAR",,Building Checked/Secured,No,,BLUE CARD TECHNOLOGIES - 295 DONALD J. LYNCH BLVD,Marlborough,,,Marlborough PD,,05:49,,,01/10/2008,2008 - Press Log.pdf,3
