Dispatch Call ID Number,Dispatch Code,Call Description,Priority Level of Call,Call Disposition,Crime Incident Report Written,Crime Incident ID,Address Street,Address City,Address Zip,Geographic Coordinates,Police Division,Police Beat,Time of Call,Time of Dispatch,Time of Arrival,Date of Call,Source PDF File,Source Page
,,ASSIST CITIZEN,,Report,Yes,,MAPLE ST,Marlborough,,,Marlborough PD,,08:30,,,06/27/2024,Call_Log_June_27_2024_to_July_1_2024.pdf,1
,,Ambulance Assist,,Report,Yes,,30 TUCKER AVE,Marlborough,,,Marlborough PD,,08:44,,,06/27/2024,Call_Log_June_27_2024_to_July_1_2024.pdf,1
,,Sex Offender Registration,,Report,Yes,,355 BOLTON ST,Marlborough,,,Marlborough PD,,09:25,,,06/27/2024,Call_Log_June_27_2024_to_July_1_2024.pdf,1
,,DISABLED MV,,Services Rendered- PD,No,,PARMENTER ST,Marlborough,,,Marlborough PD,,09:32,,,06/27/2024,Call_Log_June_27_2024_to_July_1_2024.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,268 STEVENS ST,Marlborough,,,Marlborough PD,,10:06,,,06/27/2024,Call_Log_June_27_2024_to_July_1_2024.pdf,1
,,ASSIST CITIZEN,,Services Rendered- PD,No,,355 BOLTON ST,Marlborough,,,Marlborough PD,,10:33,,,06/27/2024,Call_Log_June_27_2024_to_July_1_2024.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,90 ONAMOG ST,Marlborough,,,Marlborough PD,,11:29,,,06/27/2024,Call_Log_June_27_2024_to_July_1_2024.pdf,1
,,Parking Violation,,Services Rendered- PD,No,,91 MAPLEWOOD AVE,Marlborough,,,Marlborough PD,,11:42,,,06/27/2024,Call_Log_June_27_2024_to_July_1_2024.pdf,1
,,MVA PROPERTY DAMAGE ONLY,,Report,Yes,,650 BRIGHAM ST,Marlborough,,,Marlborough PD,,11:46,,,06/27/2024,Call_Log_June_27_2024_to_July_1_2024.pdf,1
,,Private Tow,,Private tow,No,,19 ROYAL CREST DR,Marlborough,,,Marlborough PD,,11:57,,,06/27/2024,Call_Log_June_27_2024_to_July_1_2024.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,397 BOLTON ST Apt. #G3,Marlborough,,,Marlborough PD,,12:11,,,06/27/2024,Call_Log_June_27_2024_to_July_1_2024.pdf,1
