_needs_review,_review_reason,Incident ORI,Incident Number,Incident Date And Time,Incident Type,Incident Address,Incident Address Latitude,Incident Address Longitude
,,PA0350400,2020-00010980,04/01/2020 00:00:22,BLDC,1818 SANDERSON AVE,41.432737612,-75.648289134
,,PA0350400,2020-00010981,04/01/2020 00:01:01,BLDC,1819 SANDERSON AVE,41.432780128,-75.648382825
,,PA0350400,2020-00010982,04/01/2020 00:02:05,BLDC,1821 SANDERSON AVE,41.432787899,-75.648376599
,,PA0350400,2020-00010983,04/01/2020 00:02:53,BLDC,1825 SANDERSON AVE,41.432803442,-75.648364145
,,PA0350400,2020-00010984,04/01/2020 00:03:22,BLDC,1823 SANDERSON AVE,41.432795671,-75.648370372
,,PA0350400,2020-00010985,04/01/2020 00:03:52,BLDC,1827 SANDERSON AVE,41.432811214,-75.648357919
,,PA0350400,2020-00010986,04/01/2020 00:04:55,BLDC,700 E MARKET ST,41.433052409,-75.648015664
,,PA0350400,2020-00010987,04/01/2020 00:05:31,BLDC,706 E MARKET ST,41.433039677,-75.647989475
,,PA0350400,2020-00010988,04/01/2020 00:06:36,BLDC,2013 BOULEVARD AVE,41.433980799,-75.645839176
,,PA0350400,2020-00010989,04/01/2020 00:07:23,BLDC,2015 BOULEVARD AVE,41.4339761848766,-75.6458172240339
,,PA0350400,2020-00010990,04/01/2020 00:07:55,BLDC,2019 BOULEVARD AVE,41.434012026,-75.645789754
,,PA0350400,2020-00010991,04/01/2020 00:09:55,BLDC,2500 BOULEVARD AVE,41.437485692,-75.640335102
,,PA0350400,2020-00010992,04/01/2020 00:18:44,BLDC,218 LINDEN ST,41.411048378,-75.665533937
,,PA0350400,2020-00010993,04/01/2020 00:20:35,BLDC,224 LINDEN ST,41.411027551,-75.665500853
,,PA0350400,2020-00010994,04/01/2020 00:22:19,BLDC,228 LINDEN ST,41.411013667,-75.665478797
,,PA0350400,2020-00010995,04/01/2020 00:24:40,BLDC,317 LINDEN ST,41.410443313,-75.664406262
,,PA0350400,2020-00010996,04/01/2020 00:26:28,BLDC,317 LINDEN ST,41.410443313,-75.664406262
,,PA0350400,2020-00010997,04/01/2020 00:28:23,BLDC,417 LINDEN ST,41.4095655169071,-75.6630362736644
,,PA0350400,2020-00010998,04/01/2020 00:28:24,Abandoned Vehicle,"1900 BOULEVARD AVENUE, 50",,
,,PA0350400,2020-00010999,04/01/2020 00:29:53,BLDC,501 LINDEN ST,41.409107847,-75.662281479
,,PA0350400,2020-00011000,04/01/2020 00:32:45,BLDC,503 LINDEN ST,41.4090141589019,-75.6621613854941
,,PA0350400,2020-00011001,04/01/2020 00:34:12,BLDC,505 LINDEN ST,41.408963428,-75.662051806
,,PA0350400,2020-00011002,04/01/2020 00:36:10,BLDC,507 LINDEN ST,41.408890991,-75.6619374
,,PA0350400,2020-00011003,04/01/2020 00:38:24,BLDC,519 LINDEN ST,41.408699327,-75.661633747
,,PA0350400,2020-00011004,04/01/2020 00:40:08,BLDC,523 LINDEN ST,41.408681809,-75.661605966
,,PA0350400,2020-00011005,04/01/2020 00:42:09,BLDC,527 LINDEN ST,41.40866429,-75.661578184
,,PA0350400,2020-00011006,04/01/2020 00:43:59,BLDC,535 LINDEN ST,41.4086140193284,-75.6615277422832
,,PA0350400,2020-00011007,04/01/2020 00:45:25,BLDC,539 LINDEN ST,41.408612149,-75.661495225
,,PA0350400,2020-00011008,04/01/2020 00:47:22,BLDC,300 ADAMS AVE,41.408365961,-75.660857961
,,PA0350400,2020-00011009,04/01/2020 00:48:30,BLDC,326 SPRUCE ST,41.409094753,-75.665625141
,,PA0350400,2020-00011010,04/01/2020 00:46:59,Suspicious Person,1707 N MAIN AVE,41.436086339807,-75.659940606548
,,PA0350400,2020-00011011,04/01/2020 00:52:15,Domestic,325 PUTNAM ST,41.437795734,-75.664328012
,,PA0350400,2020-00011012,04/01/2020 01:06:19,BLDC,560 N MAIN AVE,41.417572682,-75.675386545
,,PA0350400,2020-00011013,04/01/2020 01:09:28,BLDC,500 N MAIN AVE,41.416570994,-75.67597175
,,PA0350400,2020-00011014,04/01/2020 01:12:36,BLDC,701 HUDSON AVE,41.430741536,-75.691926378
,,PA0350400,2020-00011015,04/01/2020 01:13:14,BLDC,300 W MARKET ST,41.4395790827797,-75.6592010836471
,,PA0350400,2020-00011016,04/01/2020 01:13:44,BLDC,W PASS AVE / THEODORE ST,41.439113894,-75.670702517
,,PA0350400,2020-00011017,04/01/2020 01:14:07,BLDC,449 N MAIN AVE,,
,,PA0350400,2020-00011018,04/01/2020 01:14:45,BLDC,1696 N KEYSER AVE,41.44367572,-75.673456331
,,PA0350400,2020-00011019,04/01/2020 01:16:25,BLDC,800 GIBBONS ST,41.383304997,-75.674079676
,,PA0350400,2020-00011020,04/01/2020 01:18:29,BLDC,424 N MAIN AVE,41.415542747,-75.676575006
,,PA0350400,2020-00011021,04/01/2020 01:22:53,BLDC,409 N MAIN AVE,41.4152155587027,-75.6770029285444
,,PA0350400,2020-00011022,04/01/2020 01:23:34,BLDC,401 N KEYSER AVE,41.425607759,-75.696070431
,,PA0350400,2020-00011023,04/01/2020 01:26:13,BLDC,JACKSON ST / N SHERMAN AVE,41.4192266449693,-75.6940451240809
,,PA0350400,2020-00011024,04/01/2020 01:27:39,BLDC,2200 WASHBURN ST,41.417459867,-75.695600485
,,PA0350400,2020-00011025,04/01/2020 01:31:32,BLDC,900 SAGINAW ST,41.3805625526686,-75.676550466559
,,PA0350400,2020-00011026,04/01/2020 01:32:28,BLDC,2127 WASHBURN ST,41.417033502,-75.694929102
,,PA0350400,2020-00011027,04/01/2020 01:34:25,BLDC,1610 WASHBURN ST,41.413418784,-75.687370926
,,PA0350400,2020-00011028,04/01/2020 01:35:18,BLDC,310 GENET ST,41.390453214,-75.678596028
,,PA0350400,2020-00011029,04/01/2020 01:47:47,BLDC,1839 N MAIN AVE,41.437371651,-75.658158983
,,PA0350400,2020-00011030,04/01/2020 01:53:03,BLDC,335 W MARKET ST,41.4400087442069,-75.6595396499725
,,PA0350400,2020-00011031,04/01/2020 01:58:49,BLDC,701 N WASHINGTON AVE,41.413993539,-75.657016972
,,PA0350400,2020-00011032,04/01/2020 01:59:40,BLDC,944 WYOMING AVE,41.417591939,-75.655198482
,,PA0350400,2020-00011033,04/01/2020 02:00:01,BLDC,500 MOUNT PLEASANT DR,41.414833491,-75.671743784
,,PA0350400,2020-00011034,04/01/2020 02:00:55,BLDC,502 N 7TH AVE,41.415501048,-75.669297355
,,PA0350400,2020-00011035,04/01/2020 02:01:19,BLDC,502 N 7TH AVE,41.415501048,-75.669297355
,,PA0350400,2020-00011036,04/01/2020 02:02:51,BLDC,5 W OLIVE ST,41.415888604,-75.66338079
