_needs_review,_review_reason,Incident ORI,Incident Number,Incident Date And Time,Incident Type,Incident Address,Incident Address Latitude,Incident Address Longitude
,,PA0350400,2019-00024584,07/01/2019 00:13:36,Other unspecified incident,2002 S WEBSTER AVE,41.385020372,-75.674738651
,,PA0350400,2019-00024585,07/01/2019 00:16:15,Welfare Check,830 WOODLAWN ST,41.434874331,-75.643566933
,,PA0350400,2019-00024586,07/01/2019 00:22:50,Traffic Stop,W LACKAWANNA AVE / N 7TH AVE,41.4124243911362,-75.6722542117026
,,PA0350400,2019-00024587,07/01/2019 00:30:03,Emotionally/Mentally Dist Person,PENN AVE / LACKAWANNA AVE,41.4083765685861,-75.667633371583
,,PA0350400,2019-00024588,07/01/2019 00:53:11,Traffic Stop,W LACKAWANNA AVE / N 7TH AVE,41.4124243911362,-75.6722542117026
,,PA0350400,2019-00024589,07/01/2019 00:54:24,Intrusion Alarm,1361 PENN AVE,41.423525071,-75.650846916
,,PA0350400,2019-00024590,07/01/2019 00:51:07,Dog Complaint,620 GRACE ST,41.4385832062363,-75.6421412448734
,,PA0350400,2019-00024591,07/01/2019 01:00:25,Nuisance Complaint,1020 GRANDVIEW ST,41.4334920521951,-75.6429949454408
,,PA0350400,2019-00024592,07/01/2019 01:07:43,Domestic,1242 ACADEMY ST,41.4117481895945,-75.6861960883976
,,PA0350400,2019-00024593,07/01/2019 01:20:20,Shooting,LUZERNE ST / S HYDE PARK AVE,41.409015751,-75.685833272
,,PA0350400,2019-00024594,07/01/2019 01:58:55,Disorderly Conduct,750 PROVIDENCE RD,41.4185339706534,-75.6653803897331
,,PA0350400,2019-00024595,07/01/2019 02:50:19,Investigation of Situation,300 LACKAWANNA AVE,41.408298110715,-75.6675645834704
,,PA0350400,2019-00024596,07/01/2019 02:56:34,Assist Motorist,500 N MAIN AVE,41.416570994,-75.67597175
,,PA0350400,2019-00024597,07/01/2019 03:00:55,Warrant Service,100 S WASHINGTON AVE,41.406332227,-75.665552783
,,PA0350400,2019-00024598,07/01/2019 01:39:29,Nuisance Complaint,627 BATES ST,41.4382397662905,-75.6428664762236
,,PA0350400,2019-00024599,07/01/2019 03:34:51,Welfare Check,700 LACKAWANNA AVE,41.405623353,-75.66256503
,,PA0350400,2019-00024600,07/01/2019 03:39:35,Fight,2113 BOULEVARD AVE,41.4345971670406,-75.6448115496474
,,PA0350400,2019-00024601,07/01/2019 04:09:56,Intrusion Alarm,700 ORCHARD ST,41.39941524,-75.658721312
,,PA0350400,2019-00024602,07/01/2019 04:13:35,Landlord/Tennant Dispute,1895 N KEYSER AVE,41.4454621551086,-75.6650094167686
,,PA0350400,2019-00024603,07/01/2019 04:12:07,BLS Priority,700 LACKAWANNA AVE,41.405623353,-75.66256503
,,PA0350400,2019-00024604,07/01/2019 06:06:24,Dog Complaint,1102 ST ANN ST,41.4011616032672,-75.6877042698038
,,PA0350400,2019-00024605,07/01/2019 07:16:06,Intrusion Alarm,820 OAK ST,41.4456101326254,-75.6659246412848
,,PA0350400,2019-00024606,07/01/2019 07:32:49,Abandoned Vehicle,1309 DIVISION ST,41.411514718,-75.686960639
,,PA0350400,2019-00024607,07/01/2019 07:39:23,Intrusion Alarm,541 E ELM ST,41.3941649714288,-75.6683924636339
,,PA0350400,2019-00024608,07/01/2019 07:41:51,Abandoned Vehicle,1304 ACADEMY ST,41.411970994,-75.686621187
,,PA0350400,2019-00024609,07/01/2019 07:36:06,Domestic,800 JAMES AVE,41.405602194,-75.634673846
,,PA0350400,2019-00024610,07/01/2019 07:44:06,Welfare Check,300 SPRUCE ST,41.409514221,-75.666280425
,,PA0350400,2019-00024611,07/01/2019 08:00:44,Abandoned Vehicle,326 S HYDE PARK AVE,41.4096455115397,-75.6853382531058
,,PA0350400,2019-00024612,07/01/2019 08:03:09,Motor Vehicle Violation,,41.4316387171561,-75.6702419536271
,,PA0350400,2019-00024613,07/01/2019 08:00:00,Dog Complaint,552 BRECK ST,41.387351469098,-75.6759126622402
,,PA0350400,2019-00024614,07/01/2019 08:31:29,Traffic Stop,500 ALDER ST,41.3991531600572,-75.6650189694916
,,PA0350400,2019-00024615,07/01/2019 08:44:12,Unauthorized Use Motor Vehicle,1026 DIAMOND AVE,41.425882386123,-75.6656708760988
,,PA0350400,2019-00024616,07/01/2019 08:47:02,Lost/Recovered Property,100 N WASHINGTON AVE,41.406804109422,-75.6649070969155
,,PA0350400,2019-00024617,07/01/2019 08:48:17,Motor Vehicle Crash,200 FRANKLIN AVE,41.4103801329095,-75.6673961020034
,,PA0350400,2019-00024618,07/01/2019 08:54:20,Intrusion Alarm,3350 N MAIN AVE,41.448652071,-75.641948791
,,PA0350400,2019-00024619,07/01/2019 08:13:30,Animal Incident,218 MARION ST,41.4302828334452,-75.6588658318714
,,PA0350400,2019-00024620,07/01/2019 09:08:42,Domestic,100 S WASHINGTON AVE,41.406332227,-75.665552783
,,PA0350400,2019-00024621,07/01/2019 08:14:45,Dog Complaint,1104 S MAIN AVE,41.40075926,-75.687377772
,,PA0350400,2019-00024622,07/01/2019 09:35:14,Investigation of Situation,943 PROVIDENCE RD,41.4233386653608,-75.6658696972343
,,PA0350400,2019-00024623,07/01/2019 09:41:58,Animal Incident,321 OAK ST,41.4393151966565,-75.6608979801278
,,PA0350400,2019-00024624,07/01/2019 09:56:08,BLS Priority,LACKAWANNA AVE / WYOMING AVE,41.4076023712109,-75.6663930266249
,,PA0350400,2019-00024625,07/01/2019 10:00:09,Abandoned Vehicle,1300 MONSEY AVE,41.4239118277716,-75.6540308385309
,,PA0350400,2019-00024626,07/01/2019 10:08:07,Motor Vehicle Crash,WALSH ST / BIRNEY AVE,41.3811043095358,-75.6895646389986
,,PA0350400,2019-00024627,07/01/2019 10:08:57,Motor Vehicle Crash,,41.401697,-75.655363
,,PA0350400,2019-00024628,07/01/2019 10:11:52,Assault,100 S WASHINGTON AVE,41.406332227,-75.665552783
,,PA0350400,2019-00024629,07/01/2019 10:18:54,Call by Phone,100 S WASHINGTON AVE,41.406332227,-75.665552783
,,PA0350400,2019-00024630,07/01/2019 10:37:01,Child Custody Incident,911 W MARKET ST,41.447607792,-75.665465959
,,PA0350400,2019-00024631,07/01/2019 10:48:08,Investigation of Situation,234 NEW YORK ST,41.4247231383888,-75.6508179368798
,,PA0350400,2019-00024632,07/01/2019 10:46:21,Welfare Check,117 MEADOW AVE,41.396549447,-75.649910178
,,PA0350400,2019-00024633,07/01/2019 10:50:03,Fraud,612 CLAY AVE,41.408505319,-75.651306098
,,PA0350400,2019-00024634,07/01/2019 11:20:17,Escort,1516 LUZERNE ST,41.411329604,-75.690488433
,,PA0350400,2019-00024635,07/01/2019 11:19:27,Disorderly Conduct,315 FRANKLIN AVE,41.4117352209432,-75.6659774073561
,,PA0350400,2019-00024636,07/01/2019 11:17:52,Theft,838 WHEELER AVE,41.4069604994208,-75.641709841355
,,PA0350400,2019-00024637,07/01/2019 11:19:11,Child Custody Incident,440 VIEWMONT MALL,41.457994563,-75.657046326
,,PA0350400,2019-00024638,07/01/2019 11:24:14,Welfare Check,1307 JACKSON ST,41.413606526,-75.682626193
,,PA0350400,2019-00024639,07/01/2019 11:33:02,Service of Subpoena,201 PENN AVE,41.409728317,-75.666210638
,,PA0350400,2019-00024640,07/01/2019 11:23:26,Stolen Vehicle,800 JAMES AVE,41.405602194,-75.634673846
,,PA0350400,2019-00024641,07/01/2019 11:34:57,Parking Complaint,1922 JACKSON ST,41.417027566,-75.689456301
,,PA0350400,2019-00024642,07/01/2019 11:46:53,Structure Fire,1822 MULBERRY ST,41.400731171,-75.64595571
,,PA0350400,2019-00024643,07/01/2019 10:11:52,Disorderly Conduct,100 S WASHINGTON AVE,41.406332227,-75.665552783
,,PA0350400,2019-00024644,07/01/2019 12:03:27,Motor Vehicle Crash,MOOSIC ST / PROSPECT AVE,41.4023284509545,-75.6586933497652
,,PA0350400,2019-00024645,07/01/2019 12:02:43,Welfare Check,229 HOLLISTER AVE,41.4427354225811,-75.6473037992391
,,PA0350400,2019-00024646,07/01/2019 12:11:50,Emotionally/Mentally Dist Person,326 ADAMS AVE,41.408617255,-75.660576217
,,PA0350400,2019-00024647,07/01/2019 12:34:37,Motor Vehicle Violation,LAFAYETTE ST / N KEYSER AVE,41.423593718,-75.697556739
,,PA0350400,2019-00024648,07/01/2019 12:58:13,Intrusion Alarm,732 MOOSIC ST,41.4004636649817,-75.6557877742759
,,PA0350400,2019-00024649,07/01/2019 13:06:07,Welfare Check,SPRUCE ST / PENN AVE,41.4095855,-75.666302543
,,PA0350400,2019-00024650,07/01/2019 13:09:49,Highway/Road Hazard,,41.4583896770001,-75.666121948
,,PA0350400,2019-00024651,07/01/2019 13:11:38,Welfare Check,702 S MAIN AVE,41.405335633,-75.685949473
,,PA0350400,2019-00024652,07/01/2019 13:21:43,Parking Complaint,2300 GOLDEN AVE,41.441985978,-75.65019381
,,PA0350400,2019-00024653,07/01/2019 13:20:02,Disorderly Conduct,101 THUNDERBIRD DR,41.3791189684482,-75.6776938160631
,,PA0350400,2019-00024654,07/01/2019 13:41:09,Warrant Service,200 WILLIAM ST,41.4142465964253,-75.641722595966
,,PA0350400,2019-00024655,07/01/2019 13:29:47,ALS Incdient,SPRUCE ST / PENN AVE,41.4095855,-75.666302543
,,PA0350400,2019-00024656,07/01/2019 13:42:47,Traffic Stop,1100 MOOSIC ST,41.396698044,-75.649789517
,,PA0350400,2019-00024657,07/01/2019 13:47:55,Dog Complaint,CRANE ST / DAVIS ST,41.376757815,-75.691506095
,,PA0350400,2019-00024658,07/01/2019 13:52:53,Ordinance Violation,210 CRANE ST,41.3806293647592,-75.699582621898
,,PA0350400,2019-00024659,07/01/2019 14:00:23,Investigation of Situation,1031 MOOSIC ST,41.397493632,-75.650930701
,,PA0350400,2019-00024660,07/01/2019 14:17:42,Assist Motorist,1100 S MAIN AVE,41.4008571282383,-75.687322270144
,,PA0350400,2019-00024661,07/01/2019 14:18:46,Traffic Stop,1000 WASHBURN ST,41.4101991643319,-75.6811126414157
,,PA0350400,2019-00024662,07/01/2019 14:21:06,Assist Motorist,375 N 7TH AVE,41.41220965,-75.672497906
,,PA0350400,2019-00024663,07/01/2019 14:26:52,Tresspassing,500 ARTHUR AVE,41.401639229,-75.643824527
,,PA0350400,2019-00024664,07/01/2019 14:34:35,Dog Complaint,420 ADAMS AVE,41.409745196,-75.65931717
,,PA0350400,2019-00024665,07/01/2019 14:38:09,Highway/Road Hazard,,41.4316387171561,-75.6702419536271
,,PA0350400,2019-00024666,07/01/2019 14:48:32,Disorderly Conduct,846 JEFFERSON AVE,41.414016438,-75.652684811
,,PA0350400,2019-00024667,07/01/2019 15:09:44,Motor Vehicle Crash,QUINCY AVE / POPLAR ST,41.4149355869924,-75.6460951669726
,,PA0350400,2019-00024668,07/01/2019 15:01:50,Missing Person,502 N 7TH AVE,41.415501048,-75.669297355
,,PA0350400,2019-00024669,07/01/2019 15:15:55,Traffic Stop,526 CEDAR AVE,41.400955461,-75.666254162
,,PA0350400,2019-00024670,07/01/2019 14:38:49,Escort,437 E MARKET ST,41.4345593302955,-75.651017131746
,,PA0350400,2019-00024671,07/01/2019 14:49:37,Investigation of Situation,1826 N MAIN AVE,41.4372080273921,-75.6583257858039
,,PA0350400,2019-00024672,07/01/2019 14:52:17,Investigation of Situation,101 PITTSTON AVE,41.4027094415885,-75.6611796517806
,,PA0350400,2019-00024673,07/01/2019 15:30:01,Burglary,1025 COLUMBIA ST,41.4314519892343,-75.6434539741674
,,PA0350400,2019-00024674,07/01/2019 15:28:42,Theft,828 S WASHINGTON AVE,41.400341776,-75.672199557
,,PA0350400,2019-00024675,07/01/2019 15:35:01,Traffic Stop,500 N MAIN AVE,41.416570994,-75.67597175
,,PA0350400,2019-00024676,07/01/2019 15:55:42,Fight,400 ARTHUR AVE,41.400459557,-75.645137239
,,PA0350400,2019-00024677,07/01/2019 15:55:06,Welfare Check,1307 JACKSON ST,41.413606526,-75.682626193
,,PA0350400,2019-00024678,07/01/2019 15:12:06,Animal Incident,970 JOHLER ST,41.424007622,-75.666776293
,,PA0350400,2019-00024679,07/01/2019 15:48:33,Warrant Service,230 MERIDIAN AVE,41.4088606542277,-75.6786007792822
,,PA0350400,2019-00024680,07/01/2019 16:07:47,Motor Vehicle Crash,400 ARTHUR AVE,41.400459557,-75.645137239
,,PA0350400,2019-00024681,07/01/2019 16:09:05,Intrusion Alarm,300 BROOK ST,41.395416288,-75.675009117
,,PA0350400,2019-00024682,07/01/2019 16:06:46,Non-Structure Fire,123 WYOMING AVE,41.407876348781,-75.6661347013273
,,PA0350400,2019-00024683,07/01/2019 16:21:49,Motor Vehicle Crash,WYOMING AVE / VINE ST,41.4123424296146,-75.6611198894047
,,PA0350400,2019-00024684,07/01/2019 16:47:39,Dumping,1100 E GIBSON ST,41.4106092412125,-75.6488617295514
,,PA0350400,2019-00024685,07/01/2019 16:53:38,Intrusion Alarm,221 CROWN AVE,41.397843564,-75.654478657
,,PA0350400,2019-00024686,07/01/2019 16:51:47,Suspicious Vehicle,SMITH ST / SNYDER AVE,41.3987081025962,-75.6866898986739
,,PA0350400,2019-00024687,07/01/2019 17:05:11,Intrusion Alarm,600 JEFFERSON AVE,41.4111739228127,-75.6558772601456
,,PA0350400,2019-00024688,07/01/2019 17:07:28,Domestic,1219 DIAMOND AVE,41.4283687318063,-75.6634366783526
,,PA0350400,2019-00024689,07/01/2019 17:00:03,Animal Incident,109 S FILMORE AVE,41.4159785170165,-75.6880058806443
,,PA0350400,2019-00024690,07/01/2019 17:10:48,Domestic,133 N HYDE PARK AVE,41.413768612,-75.680779684
,,PA0350400,2019-00024691,07/01/2019 17:02:50,Hit and Run Accident,162 S BROMLEY AVE,41.4125779424504,-75.6837176023606
,,PA0350400,2019-00024692,07/01/2019 17:25:26,Disorderly Conduct,501 PINE ST,41.41384232,-75.657020956
,,PA0350400,2019-00024693,07/01/2019 17:29:42,Warrant Service,400 HICKORY ST,41.4011149663263,-75.6658428747645
,,PA0350400,2019-00024694,07/01/2019 17:32:30,Domestic,59 E PARKER ST,41.44146465741,-75.6449215551903
,,PA0350400,2019-00024695,07/01/2019 17:16:33,Dog Complaint,820 OAK ST,41.4456101326254,-75.6659246412848
,,PA0350400,2019-00024696,07/01/2019 17:29:39,Welfare Check,323 PITTSTON AVE,41.4015005327906,-75.6625232690184
,,PA0350400,2019-00024697,07/01/2019 17:40:48,Investigation of Situation,OAK ST / BRICK AVE,41.4404341774172,-75.6615821543882
,,PA0350400,2019-00024698,07/01/2019 17:59:05,Domestic,1316 EYNON ST,41.4073612763246,-75.6897422873232
,,PA0350400,2019-00024699,07/01/2019 17:54:57,Parking Complaint,930 JEFFERSON AVE,41.415031021,-75.651576816
,,PA0350400,2019-00024700,07/01/2019 18:12:51,Domestic,314 S MAIN AVE,41.4095447092615,-75.6834656550968
,,PA0350400,2019-00024701,07/01/2019 17:51:00,Landlord/Tennant Dispute,518 MARION ST,41.4285446512102,-75.6552866701406
,,PA0350400,2019-00024702,07/01/2019 18:27:28,Motor Vehicle Crash,505 DEAN ST,41.4384661126789,-75.6445225167624
,,PA0350400,2019-00024703,07/01/2019 18:27:10,Hit and Run Accident,311 N LINCOLN AVE,41.4169859548331,-75.6825406944048
,,PA0350400,2019-00024704,07/01/2019 18:38:20,Welfare Check,828 CAPOUSE AVE,41.417254526,-75.658766411
,,PA0350400,2019-00024705,07/01/2019 18:41:51,Automatic Fire Alarm,504 PENN AVE,41.413230268,-75.662153664
,,PA0350400,2019-00024706,07/01/2019 18:36:55,Welfare Check,420 ADAMS AVE,41.409745196,-75.65931717
,,PA0350400,2019-00024707,07/01/2019 18:54:16,Intrusion Alarm,695 N KEYSER AVE,41.4286648001582,-75.6924602809393
,,PA0350400,2019-00024708,07/01/2019 18:58:59,Motor Vehicle Crash,1045 MONROE AVE,41.4149915810819,-75.6479658334268
,,PA0350400,2019-00024709,07/01/2019 18:56:43,Drugs,1800 DICKSON AVE,41.4332529356517,-75.6503962513728
,,PA0350400,2019-00024710,07/01/2019 19:06:37,Welfare Check,1123 S MAIN AVE,41.4006708341822,-75.6873150645264
,,PA0350400,2019-00024711,07/01/2019 19:14:17,Transport of Indiviual,100 S WASHINGTON AVE,41.406332227,-75.665552783
,,PA0350400,2019-00024712,07/01/2019 19:20:51,Traffic Stop,MULBERRY ST / N WEBSTER AVE,41.405262116606,-75.6530630325958
,,PA0350400,2019-00024713,07/01/2019 19:10:12,Theft,100 S WASHINGTON AVE,41.406332227,-75.665552783
,,PA0350400,2019-00024714,07/01/2019 19:30:46,Water Main/Pipe Break,W LINDEN ST / N MAIN AVE,41.4161202679798,-75.6762973235451
,,PA0350400,2019-00024715,07/01/2019 19:31:16,Dog Complaint,1610 NAY AUG AVE,41.433433562,-75.659268695
,,PA0350400,2019-00024716,07/01/2019 19:38:37,Investigation of Situation,815 CEDAR AVE,41.3978730753948,-75.6688071727654
