_needs_review,_review_reason,Incident ORI,Incident Number,Incident Date And Time,Incident Type,Incident Address,Incident Address Latitude,Incident Address Longitude
,,PA0350400,2023-00036816,10/01/2023 00:01:01,Transport of Indiviual,100 S WASHINGTON AVE,41.406332227,-75.665552783
,,PA0350400,2023-00036817,10/01/2023 00:01:54,Investigation of Situation,400 CLAY AVE,41.40605951,-75.654004977
,,PA0350400,2023-00036818,10/01/2023 00:02:53,Special Duty,41.41631~-75.66401,41.41631,-75.66401
,,PA0350400,2023-00036819,10/01/2023 00:05:41,Traffic Stop,300 N MAIN AVE,41.414411096,-75.677846272
,,PA0350400,2023-00036820,10/01/2023 00:06:04,Domestic,1231 HAMPTON ST,41.4076767185822,-75.6884023320578
,,PA0350400,2023-00036821,10/01/2023 00:09:11,Ordinance Violation,400 CLAY AVE,41.40605951,-75.654004977
,,PA0350400,2023-00036822,10/01/2023 00:13:32,Nuisance Complaint,415 CLAY AVE,41.4062034139782,-75.6539629799359
,,PA0350400,2023-00036823,10/01/2023 00:17:56,BLDC,75 MORGAN HWY,41.444885567,-75.673521209
,,PA0350400,2023-00036824,10/01/2023 00:20:45,Suspicious Vehicle,75 MORGAN HWY,41.444885567,-75.673521209
,,PA0350400,2023-00036825,10/01/2023 00:11:15,Investigation of Situation,605 N LINCOLN AVE,41.4204073887332,-75.6796002725109
,,PA0350400,2023-00036826,10/01/2023 00:28:32,Vehicle Pursuit,CLAY AVE / MULBERRY ST,41.4059671656804,-75.6541780866722
,,PA0350400,2023-00036827,10/01/2023 00:10:29,ACC,2309 STAFFORD AVE,41.377077785,-75.674446553
,,PA0350400,2023-00036828,10/01/2023 00:19:55,Nuisance Complaint,STAFFORD AVE / KANE ST,41.3737285516329,-75.6782529934592
,,PA0350400,2023-00036829,10/01/2023 00:42:10,Intrusion Alarm,1600 NAY AUG AVE,41.4339446305979,-75.6588601009354
,,PA0350400,2023-00036830,10/01/2023 00:19:38,Nuisance Complaint,710 N MAIN AVE,41.4200895761079,-75.6740767284993
,,PA0350400,2023-00036831,10/01/2023 00:52:09,Nuisance Complaint,608 COLFAX AVE,41.403566836251,-75.6435918443498
,,PA0350400,2023-00036832,10/01/2023 01:06:32,Traffic Stop,375 N 7TH AVE,41.41220965,-75.672497906
,,PA0350400,2023-00036833,10/01/2023 01:19:53,Drunk/Drinking,CLAY AVE / MULBERRY ST,41.4059671656804,-75.6541780866722
,,PA0350400,2023-00036834,10/01/2023 01:34:43,Nuisance Complaint,1100 SLOAN ST,41.3987173707088,-75.6881788690559
,,PA0350400,2023-00036835,10/01/2023 01:35:33,Fight,201 JEFFERSON AVE,41.406479206,-75.661244322
,,PA0350400,2023-00036836,10/01/2023 01:40:12,Motor Vehicle Violation,BIDEN ST / JEFFERSON AVE,41.4064172071486,-75.6612421471841
,,PA0350400,2023-00036837,10/01/2023 01:34:11,Domestic,119 JEFFERSON AVE,41.405886559,-75.661866435
,,PA0350400,2023-00036838,10/01/2023 01:45:19,ATV,JEFFERSON AVE / LINDEN ST,41.4075703162333,-75.6599310452396
,,PA0350400,2023-00036839,10/01/2023 01:50:01,Domestic,1533 GARDNER AVE,41.4309890847484,-75.6586768506571
YES,"'Incident Address' expected text, has number",PA0350400,2023-00036840,10/01/2023 01:52:16,Loitering,0,41.415732149,-75.665217953
,,PA0350400,2023-00036841,10/01/2023 02:12:08,Intrusion Alarm,1392 N WASHINGTON AVE,41.422602498,-75.647436508
,,PA0350400,2023-00036842,10/01/2023 02:31:06,Nuisance Complaint,0 HILLTOP MANOR DR,41.3800835367871,-75.6799824281545
,,PA0350400,2023-00036843,10/01/2023 02:35:08,Nuisance Complaint,SCHLAGER AVE / SLOAN ST,41.3997073834531,-75.6902787546752
,,PA0350400,2023-00036844,10/01/2023 02:56:09,BLDC,1700 SANDERSON AVE,41.430621444306,-75.6501552688474
,,PA0350400,2023-00036845,10/01/2023 02:59:51,Domestic,1442 ST ANN ST,41.4044269039099,-75.6944072551124
,,PA0350400,2023-00036846,10/01/2023 03:04:49,Drunk/Drinking,1429 N WASHINGTON AVE,41.4236198132086,-75.6466605267265
