_needs_review,_review_reason,Incident ORI,Incident Number,Incident Date And Time,Incident Type,Incident Address,Incident Address Latitude,Incident Address Longitude
,,PA0350400,2022-00000001,01/01/2022 00:01:24,Nuisance Complaint,1920 BRICK AVE,41.441186055979,-75.659420009918
,,PA0350400,2022-00000002,01/01/2022 00:03:30,Nuisance Complaint,DONNELLY CT / CHERRY ST,41.3910643525072,-75.6702932575611
,,PA0350400,2022-00000003,01/01/2022 00:06:34,Nuisance Complaint,1026 JACKSON ST,41.4122619332964,-75.6796437783351
,,PA0350400,2022-00000004,01/01/2022 00:09:14,Motor Vehicle Crash,722 PALM ST,41.3879719551152,-75.6700072393101
,,PA0350400,2022-00000005,01/01/2022 00:09:29,Motor Vehicle Crash,1300 S IRVING AVE,41.3899112368967,-75.6663763538464
,,PA0350400,2022-00000006,01/01/2022 00:13:44,Nuisance Complaint,1100 N MAIN AVE,41.4282169792703,-75.6674875727049
,,PA0350400,2022-00000007,01/01/2022 00:25:24,Nuisance Complaint,2118 WAYNE AVE,41.4411598266357,-75.6553074933851
,,PA0350400,2022-00000008,01/01/2022 00:39:57,Investigation of Situation,631 MOOSIC ST,41.4016824222517,-75.6576084685173
,,PA0350400,2022-00000009,01/01/2022 00:37:41,Investigation of Situation,1004 E PARK AVE,41.4020307718093,-75.6893341810718
,,PA0350400,2022-00000010,01/01/2022 00:31:35,Ordinance Violation,E GIBSON ST / PRESCOTT AVE,41.407893908367,-75.6444947107989
,,PA0350400,2022-00000011,01/01/2022 00:53:25,Non-Structure Fire,627 ADAMS AVE,41.411694538,-75.658009545
,,PA0350400,2022-00000012,01/01/2022 01:03:51,Domestic,126 BELVEDERE DR,41.3799242123959,-75.678549110014
,,PA0350400,2022-00000013,01/01/2022 01:13:17,Suspicious Person,229 HOLLISTER AVE,41.4427354225811,-75.6473037992391
,,PA0350400,2022-00000014,01/01/2022 01:10:07,Suspicious Person,424 WYOMING AVE,41.411504087,-75.661983766
,,PA0350400,2022-00000015,01/01/2022 01:26:47,Traffic Stop,500 MOUNT PLEASANT DR,41.414833491,-75.671743784
,,PA0350400,2022-00000016,01/01/2022 01:32:24,ALS Incdient,N WASHINGTON AVE / CENTER ST,41.4071387435024,-75.6645753828699
,,PA0350400,2022-00000017,01/01/2022 01:28:57,Nuisance Complaint,109 S WEBSTER AVE,41.4010285953182,-75.6569762385306
,,PA0350400,2022-00000018,01/01/2022 01:44:08,Weapon,331 N LINCOLN AVE,41.4173928295804,-75.682191450369
,,PA0350400,2022-00000019,01/01/2022 01:48:54,Parking Complaint,1830 CHURCH AVE,41.4380676750545,-75.6592701001421
,,PA0350400,2022-00000020,01/01/2022 01:51:35,Fight,3304 OLYPHANT AVE,41.4425081845005,-75.6300039322174
,,PA0350400,2022-00000021,01/01/2022 02:02:50,Fight,119 JEFFERSON AVE,41.405886559,-75.661866435
,,PA0350400,2022-00000022,01/01/2022 02:00:25,Fight,121 PELLER AVE,41.389570761834,-75.6384714951197
,,PA0350400,2022-00000023,01/01/2022 02:18:15,Motor Vehicle Crash,1130 MULBERRY ST,41.405507524,-75.653534396
,,PA0350400,2022-00000024,01/01/2022 02:20:34,Domestic,331 N LINCOLN AVE,41.4173928295804,-75.682191450369
,,PA0350400,2022-00000025,01/01/2022 01:51:09,Assault,1822 MULBERRY ST,41.400731171,-75.64595571
,,PA0350400,2022-00000026,01/01/2022 02:31:44,Hit and Run Accident,OLIVE ST / WYOMING AVE,41.4135257068539,-75.65979526525
,,PA0350400,2022-00000027,01/01/2022 02:45:25,ALS Incdient,2320 DURKIN AVE,41.4470047989243,-75.6568674256343
,,PA0350400,2022-00000028,01/01/2022 03:25:40,Domestic,429 PRESCOTT AVE,41.4038145174346,-75.6490719093538
,,PA0350400,2022-00000029,01/01/2022 03:43:35,Suspicious Person,1820 CAPOUSE AVE,41.4315521988887,-75.6456283929738
,,PA0350400,2022-00000030,01/01/2022 03:49:13,Criminal Mischief,TAYLOR AVE / OLIVE ST,41.4069217599629,-75.6493322351067
,,PA0350400,2022-00000031,01/01/2022 03:59:41,Domestic,1046 BRECK ST,41.3839067607021,-75.6685862062264
,,PA0350400,2022-00000032,01/01/2022 02:56:59,Investigation of Situation,1734 BLOOM AVE,41.4420484572005,-75.665979097501
,,PA0350400,2022-00000033,01/01/2022 03:08:52,Suspicious Vehicle,726 N IRVING AVE,41.4077335239151,-75.6465051670765
,,PA0350400,2022-00000034,01/01/2022 04:09:57,Domestic,1827 N MAIN AVE,41.437283958,-75.658337063
,,PA0350400,2022-00000035,01/01/2022 04:19:05,Fight,1325 OLIVE ST,41.4064845399088,-75.6485776259667
,,PA0350400,2022-00000036,01/01/2022 04:25:50,Overdose,137 W MARKET ST,41.438182904,-75.657556951
,,PA0350400,2022-00000037,01/01/2022 04:42:46,Disorderly Conduct,1429 MULBERRY ST,41.403483166,-75.650152725
,,PA0350400,2022-00000038,01/01/2022 05:13:23,Other unspecified incident,1325 OLIVE ST,41.4064845399088,-75.6485776259667
,,PA0350400,2022-00000039,01/01/2022 07:38:33,Transport of Indiviual,100 S WASHINGTON AVE,41.406351179867,-75.6655079369749
