_needs_review,_review_reason,Incident ORI,Incident Number,Incident Date And Time,Incident Type,Incident Address,Incident Address Latitude,Incident Address Longitude
,,PA0350400,2021-00000333,08/13/2021 12:15:00,Warrant Service,1411 PITTSTON AVE,41.3923183370154,-75.6726848448482
,,PA0350400,2021-00000675,08/09/2021 21:42:00,Transport of Indiviual,100 S WASHINGTON AVE,41.406332227,-75.665552783
,,PA0350400,2021-00006231,08/26/2021 01:01:02,Welfare Check,W LACKAWANNA AVE / N 7TH AVE,41.4124243911362,-75.6722542117026
,,PA0350400,2021-00023057,07/01/2021 00:15:12,Traffic Stop,FRANKLIN ST / MULBERRY ST,,
,,PA0350400,2021-00023058,07/01/2021 00:15:30,Harassment,100 S WASHINGTON AVE,41.406332227,-75.665552783
,,PA0350400,2021-00023059,07/01/2021 00:18:49,Nuisance Complaint,1401 PROSPECT AVE,41.3912928368373,-75.670846198544
,,PA0350400,2021-00023060,07/01/2021 00:32:19,Investigation of Situation,1120 OLIVER PL,41.4082802881728,-75.6854513507416
,,PA0350400,2021-00023061,07/01/2021 00:34:28,Traffic Stop,700 LACKAWANNA AVE,41.405623353,-75.66256503
,,PA0350400,2021-00023062,07/01/2021 00:43:54,Welfare Check,NEW ST / CAPOUSE AVE,41.4176359016751,-75.6585649046259
,,PA0350400,2021-00023063,07/01/2021 00:45:25,Traffic Stop,PROSPECT AVE / ORCHARD ST,41.4006418762869,-75.6605554157943
,,PA0350400,2021-00023064,07/01/2021 00:47:25,BLDC,,41.396,-75.639
,,PA0350400,2021-00023066,07/01/2021 00:57:53,Investigation of Situation,1700 LINDEN ST,41.4007047357387,-75.6485587313815
,,PA0350400,2021-00023067,07/01/2021 01:00:07,Traffic Stop,LINDEN ST / WYOMING AVE,41.4099822566096,-75.6637532443694
,,PA0350400,2021-00023068,07/01/2021 00:56:20,Suicide/Attempt,319 E ELM ST,41.3968027332274,-75.6725367158321
,,PA0350400,2021-00023069,07/01/2021 01:08:51,Suspicious Person,100 S WASHINGTON AVE,41.406332227,-75.665552783
,,PA0350400,2021-00023070,07/01/2021 00:56:26,Suspicious Person,MULBERRY ST / TAYLOR AVE,41.4045600864414,-75.6519511406738
,,PA0350400,2021-00023071,07/01/2021 01:28:03,Emotionally/Mentally Dist Person,1019 S WEBSTER AVE,41.3933612903892,-75.6654235331343
,,PA0350400,2021-00023072,07/01/2021 01:38:37,Assault,500 MOUNT PLEASANT DR,41.414833491,-75.671743784
,,PA0350400,2021-00023073,07/01/2021 02:32:54,BLDC,,41.396,-75.639
,,PA0350400,2021-00023074,07/01/2021 03:10:00,Transport of Indiviual,100 S WASHINGTON AVE,41.406332227,-75.665552783
,,PA0350400,2021-00023075,07/01/2021 04:23:02,Nuisance Complaint,1621 CAPOUSE AVE,41.4280997087862,-75.648737751673
,,PA0350400,2021-00023076,07/01/2021 04:27:21,Welfare Check,545 ADAMS AVE,41.411406512,-75.657976808
,,PA0350400,2021-00023077,07/01/2021 04:48:19,BLDC,,41.396,-75.639
