_needs_review,_review_reason,Incident ORI,Incident Number,Incident Date And Time,Incident Type,Incident Address,Incident Address Latitude,Incident Address Longitude
,,PA0350400,2020-00000001,01/01/2020 00:00:21,Fight,749 HARRISON AVE,41.406619734,-75.64409326
,,PA0350400,2020-00000002,01/01/2020 00:04:43,Nuisance Complaint,508 N BROMLEY AVE,41.4179020584508,-75.6784552596222
,,PA0350400,2020-00000003,01/01/2020 00:07:34,Parking Complaint,920 MADISON AVE,41.4142258052054,-75.6505933330621
,,PA0350400,2020-00000004,01/01/2020 00:08:43,Nuisance Complaint,RICHMONT ST / N WASHINGTON AVE,41.4312333152886,-75.6404541437684
,,PA0350400,2020-00000005,01/01/2020 00:12:55,Nuisance Complaint,416 W MARKET ST,41.441407919,-75.660314483
,,PA0350400,2020-00000006,01/01/2020 00:16:00,Nuisance Complaint,531 BEECH ST,41.3962103537492,-75.6670599884768
,,PA0350400,2020-00000007,01/01/2020 00:20:23,Fight,220 FERDINAND ST,41.4358217017155,-75.6620439335638
,,PA0350400,2020-00000008,01/01/2020 00:25:23,Neighbor Dispute,721 N SUMNER AVE,41.4217383283419,-75.6769478027102
,,PA0350400,2020-00000009,01/01/2020 00:51:03,Traffic Stop,PITTSTON AVE / E LOCUST ST,41.3941642462963,-75.6706903568655
,,PA0350400,2020-00000010,01/01/2020 01:09:23,Domestic,119 N LINCOLN AVE,41.4148547864978,-75.6843838320931
,,PA0350400,2020-00000011,01/01/2020 01:20:59,Domestic,344 N EVANS CT,41.4162706376014,-75.6790457488206
,,PA0350400,2020-00000012,01/01/2020 01:30:39,Traffic Stop,4TH AVE / W ELM ST,41.4005201007973,-75.6774223257046
,,PA0350400,2020-00000013,01/01/2020 01:43:06,Drunk/Drinking,1620 S WEBSTER AVE,41.3883317370774,-75.6710996429158
,,PA0350400,2020-00000014,01/01/2020 02:06:10,Fight,917 WOOD ST,41.4307934860884,-75.6617134577705
,,PA0350400,2020-00000015,01/01/2020 02:19:58,Missing Person,949 BIRCH ST,41.3921823729459,-75.6584265271925
,,PA0350400,2020-00000016,01/01/2020 02:37:02,Domestic,1414 LINDEN ST,41.4027382940085,-75.6517729015731
,,PA0350400,2020-00000017,01/01/2020 02:58:07,Missing Person,949 BIRCH ST,41.3921823729459,-75.6584265271925
,,PA0350400,2020-00000018,01/01/2020 02:59:26,Stolen Vehicle,920 MADISON AVE,41.4142258052054,-75.6505933330621
,,PA0350400,2020-00000019,01/01/2020 03:13:50,Domestic,150 S SUMNER AVE,41.4131944597213,-75.684298287131
,,PA0350400,2020-00000020,01/01/2020 03:19:48,Tresspassing,326 PENN AVE,41.4110620654603,-75.664622607698
