_needs_review,_review_reason,Incident ORI,Incident Number,Incident Date And Time,Incident Type,Incident Address,Incident Address Latitude,Incident Address Longitude
,,PA0350400,2019-00011109,04/01/2019 00:28:36,Investigation of Situation,1213 S MAIN AVE,41.399642269,-75.687692971
,,PA0350400,2019-00011110,04/01/2019 00:33:38,Traffic Control Device Problem,JEFFERSON AVE / LINDEN ST,41.4075703162333,-75.6599310452396
,,PA0350400,2019-00011111,04/01/2019 00:50:08,Traffic Stop,1000 W LACKAWANNA AVE,41.414294651,-75.6758312
,,PA0350400,2019-00011112,04/01/2019 00:49:41,Investigation of Situation,1401 PROSPECT AVE,41.3912928368373,-75.670846198544
,,PA0350400,2019-00011113,04/01/2019 01:10:05,Disorderly Conduct,746 JEFFERSON AVE,41.412839125,-75.654001878
,,PA0350400,2019-00011114,04/01/2019 01:50:21,Traffic Stop,S MAIN AVE / SCRANTON ST,41.4120713546704,-75.6806920877246
,,PA0350400,2019-00011115,04/01/2019 02:15:04,Motor Vehicle Crash,,41.4317515748355,-75.6700384802927
,,PA0350400,2019-00011116,04/01/2019 02:18:05,Traffic Stop,,41.398,-75.626
,,PA0350400,2019-00011117,04/01/2019 02:30:06,Suspicious Person,423 E ELM ST,41.3953723468283,-75.6702652219362
,,PA0350400,2019-00011118,04/01/2019 02:44:44,Landlord/Tennant Dispute,1030 BIRCH ST,41.3911906604391,-75.656965247327
,,PA0350400,2019-00011119,04/01/2019 02:50:15,Intrusion Alarm,1623 SANDERSON AVE,41.4293992310377,-75.6513004789153
,,PA0350400,2019-00011120,04/01/2019 03:24:22,Welfare Check,500 MOUNT PLEASANT DR,41.414833491,-75.671743784
,,PA0350400,2019-00011121,04/01/2019 03:48:31,Assist Motorist,2200 STAFFORD AVE,41.377926937,-75.673610739
,,PA0350400,2019-00011122,04/01/2019 05:04:18,Traffic Stop,CEDAR AVE / GENET ST,41.3902162672169,-75.6781379007371
,,PA0350400,2019-00011123,04/01/2019 05:50:24,Automatic Fire Alarm,1254 PROVIDENCE RD,41.4299342351213,-75.6646089497465
,,PA0350400,2019-00011124,04/01/2019 07:14:03,Tresspassing,525 PINE ST,41.413338186,-75.656236531
,,PA0350400,2019-00011125,04/01/2019 07:24:56,ALS Incdient,900 BATTLE ST,41.424069828,-75.667102821
,,PA0350400,2019-00011126,04/01/2019 07:30:54,Traffic Control,927 CAPOUSE AVE,41.418481093,-75.658011292
,,PA0350400,2019-00011127,04/01/2019 07:31:52,Traffic Control,S WEBSTER AVE / E ELM ST,41.3927362040098,-75.6661588840626
,,PA0350400,2019-00011128,04/01/2019 07:39:42,Disorderly Conduct,1431 ELIZABETH ST,41.4270347958361,-75.6731556155765
,,PA0350400,2019-00011129,04/01/2019 07:52:57,Motor Vehicle Crash,420 DAVIS ST,41.378770831,-75.694413537
,,PA0350400,2019-00011130,04/01/2019 07:50:42,Motor Vehicle Crash,THEODORE ST / CHURCH AVE,41.4349758352326,-75.6622248363659
,,PA0350400,2019-00011131,04/01/2019 07:59:34,Motor Vehicle Crash,HICKORY ST / PITTSTON AVE,41.4000749248226,-75.6641592433544
,,PA0350400,2019-00011132,04/01/2019 07:55:51,Parking Complaint,620 MADISON AVE,41.410712374,-75.65449754
,,PA0350400,2019-00011133,04/01/2019 07:59:34,Motor Vehicle Crash,HICKORY ST / PITTSTON AVE,41.4000749248226,-75.6641592433544
,,PA0350400,2019-00011134,04/01/2019 08:55:54,Hit and Run Accident,517 GIBBONS ST,41.3861300563782,-75.6784128197264
,,PA0350400,2019-00011135,04/01/2019 09:02:45,Transport of Indiviual,100 S WASHINGTON AVE,41.406332227,-75.665552783
,,PA0350400,2019-00011136,04/01/2019 09:01:35,Parking Complaint,1420 CAPOUSE AVE,41.4252312977155,-75.6509787646984
,,PA0350400,2019-00011137,04/01/2019 09:21:02,Motor Vehicle Crash,475 MORGAN HWY,41.4498463920374,-75.6750190345812
