_needs_review,_review_reason,Incident ORI,Incident Number,Incident Date And Time,Incident Type,Incident Address,Incident Address Latitude,Incident Address Longitude
,,PA0350400,2021-00010539,04/01/2021 00:02:08,Transport of Indiviual,100 S WASHINGTON AVE,41.406332227,-75.665552783
,,PA0350400,2021-00010540,04/01/2021 00:07:50,Disorderly Conduct,515 LACKAWANNA AVE,41.406615162,-75.664686847
,,PA0350400,2021-00010541,04/01/2021 00:24:33,Threats/Non-Physical,500 MOUNT PLEASANT DR,41.414833491,-75.671743784
,,PA0350400,2021-00010542,04/01/2021 00:11:38,Police Assistance,1527 PITTSTON AVE,41.3913633745267,-75.6737516902469
,,PA0350400,2021-00010543,04/01/2021 01:14:00,Suspicious Person,615 GENET ST,41.387537935,-75.673834401
,,PA0350400,2021-00010544,04/01/2021 01:54:36,Ordinance Violation,638 ALDER ST,41.3974569400717,-75.6623445337161
,,PA0350400,2021-00010545,04/01/2021 02:53:44,Traffic Stop,S MAIN AVE / LANDIS ST,41.4009365170941,-75.6872554005511
,,PA0350400,2021-00010546,04/01/2021 02:57:02,Suspicious Vehicle,2812 N MAIN AVE,41.4449817512817,-75.644512015184
,,PA0350400,2021-00010547,04/01/2021 03:30:56,Traffic Stop,1100 CORNELL ST,41.4003356915862,-75.6882303620908
,,PA0350400,2021-00010548,04/01/2021 04:38:31,ALS Incdient,120 MERIDIAN AVE,41.411385335884,-75.6772910319336
,,PA0350400,2021-00010549,04/01/2021 05:08:17,Investigation of Situation,1127 S MAIN AVE,41.4006394782833,-75.6873260344483
,,PA0350400,2021-00010550,04/01/2021 05:32:41,Investigation of Situation,E LOCUST ST / S WEBSTER AVE,41.3918959498676,-75.6670960426516
,,PA0350400,2021-00010551,04/01/2021 07:53:40,Welfare Check,320 FRANKLIN AVE,41.411774689,-75.665814618
,,PA0350400,2021-00010552,04/01/2021 08:28:11,Warrant Service,615 N MAIN AVE,41.4184402701636,-75.6750154940641
,,PA0350400,2021-00010553,04/01/2021 09:01:13,Welfare Check,1610 FARR ST,41.426574387,-75.676235041
,,PA0350400,2021-00010554,04/01/2021 09:38:11,Tow Truck Needed,CHURCH AVE / W MARKET ST,41.4387454463187,-75.6584589628497
,,PA0350400,2021-00010555,04/01/2021 10:00:57,Investigation of Situation,512 N IRVING AVE,41.4052252736037,-75.6492870468656
,,PA0350400,2021-00010556,04/01/2021 10:12:24,Welfare Check,903 CURTIS LN,41.4249299785401,-75.6689867309784
,,PA0350400,2021-00010557,04/01/2021 10:44:52,Investigation of Situation,301 GENET ST,41.390542963,-75.678567835
,,PA0350400,2021-00010558,04/01/2021 10:59:14,Welfare Check,639 E LOCUST ST,41.3921787519016,-75.6674822128192
,,PA0350400,2021-00010559,04/01/2021 11:10:16,Investigation of Situation,136 SCHOOL ST,41.4387641796148,-75.6564854702627
,,PA0350400,2021-00010560,04/01/2021 11:14:21,Emotionally/Mentally Dist Person,550 N 7TH AVE,41.415613531,-75.669181299
,,PA0350400,2021-00010561,04/01/2021 11:33:18,Investigation of Situation,824 ADAMS AVE,41.414495953,-75.654037369
,,PA0350400,2021-00010562,04/01/2021 11:38:47,Other unspecified incident,100 S WASHINGTON AVE,41.406332227,-75.665552783
,,PA0350400,2021-00010563,04/01/2021 11:42:47,Hit and Run Accident,DAVIS ST / PITTSTON AVE,41.377643145566,-75.6931605994873
,,PA0350400,2021-00010564,04/01/2021 11:53:08,Theft,1327 VINE ST,41.4053312936199,-75.6499330424199
,,PA0350400,2021-00010565,04/01/2021 12:06:28,Highway/Road Hazard,,41.4316387171561,-75.6702419536271
,,PA0350400,2021-00010566,04/01/2021 12:07:48,Protection from Abuse Violation,700 QUINCY AVE,41.410313779,-75.651177433
,,PA0350400,2021-00010567,04/01/2021 12:12:51,Traffic Control Device Problem,SMITH ST / S 6TH AVE,41.3978349156185,-75.6849097390045
,,PA0350400,2021-00010568,04/01/2021 12:12:50,Intrusion Alarm,232 WYOMING AVE,41.409200404,-75.664544509
,,PA0350400,2021-00010569,04/01/2021 12:12:25,Police Assistance,1744 N KEYSER AVE,41.444925891,-75.669087505
,,PA0350400,2021-00010570,04/01/2021 12:23:06,Structure Fire,1828 SWETLAND ST,41.4208693715823,-75.6850324658696
,,PA0350400,2021-00010571,04/01/2021 12:36:49,Parking Complaint,300 LINDEN ST,41.4106871170583,-75.6649314618753
,,PA0350400,2021-00010572,04/01/2021 12:44:48,Parking Complaint,300 LACKAWANNA AVE,41.408298110715,-75.6675645834704
,,PA0350400,2021-00010573,04/01/2021 12:40:10,Investigation of Situation,100 S WASHINGTON AVE,41.406332227,-75.665552783
,,PA0350400,2021-00010574,04/01/2021 12:39:23,Lost/Recovered Property,100 S WASHINGTON AVE,41.406332227,-75.665552783
,,PA0350400,2021-00010575,04/01/2021 12:51:31,Motor Vehicle Crash,PINE ST / N WASHINGTON AVE,41.4138470939294,-75.6571116017911
,,PA0350400,2021-00010576,04/01/2021 12:56:43,Investigation of Situation,114 NEW YORK ST,41.4254190152811,-75.652222235134
,,PA0350400,2021-00010577,04/01/2021 12:59:13,Suicide/Attempt,720 STAFFORD AVE,41.3925931397624,-75.6574457676576
,,PA0350400,2021-00010578,04/01/2021 13:16:20,Domestic,520 HEMLOCK ST,41.402097025356,-75.6606703769978
,,PA0350400,2021-00010579,04/01/2021 14:02:19,Call by Phone,100 S WASHINGTON AVE,41.406332227,-75.665552783
,,PA0350400,2021-00010580,04/01/2021 14:18:05,Ordinance Violation,429 PRESCOTT AVE,41.4038145174346,-75.6490719093538
,,PA0350400,2021-00010581,04/01/2021 14:39:59,Drugs,500 OAKFORD CT,41.4127823803214,-75.6616593637069
,,PA0350400,2021-00010582,04/01/2021 14:58:59,Investigation of Situation,100 S WASHINGTON AVE,41.406332227,-75.665552783
,,PA0350400,2021-00010583,04/01/2021 15:07:59,Motor Vehicle Crash,1112 S WASHINGTON AVE,41.397724759,-75.674944525
,,PA0350400,2021-00010584,04/01/2021 15:06:27,Dog Complaint,1155 RIVER ST,41.393214018,-75.650962263
,,PA0350400,2021-00010585,04/01/2021 15:00:04,Missing Person,110 WELLS ST,41.4435479801184,-75.6453662787511
,,PA0350400,2021-00010586,04/01/2021 14:52:06,Theft,936 JAMES AVE,41.4064867426247,-75.633915260599
,,PA0350400,2021-00010587,04/01/2021 15:36:19,Person with firearm,427 CEDAR AVE,41.401699359,-75.665193075
,,PA0350400,2021-00010588,04/01/2021 16:03:41,Investigation of Situation,1201 SLOAN ST,41.3997344714423,-75.6903983116743
,,PA0350400,2021-00010589,04/01/2021 15:32:41,Police Assistance,2809 COLLIERY AVE,41.3825917139586,-75.6914047509372
,,PA0350400,2021-00010590,04/01/2021 16:12:12,Drugs,S WASHINGTON AVE / E ELM ST,41.3980971363182,-75.6746678978922
,,PA0350400,2021-00010591,04/01/2021 16:21:57,Theft,100 S WASHINGTON AVE,41.406332227,-75.665552783
,,PA0350400,2021-00010592,04/01/2021 16:12:36,Motor Vehicle Crash,HARRISON AVE / FRONT ST,41.399419684,-75.652052401
,,PA0350400,2021-00010593,04/01/2021 16:13:10,Parking Complaint,CENTER ST / WYOMING AVE,41.4080649644662,-75.6658792114289
,,PA0350400,2021-00010594,04/01/2021 14:47:39,Welfare Check,840 BROOK ST,41.3893571673439,-75.6653466275954
,,PA0350400,2021-00010595,04/01/2021 16:32:34,Automatic Fire Alarm,1520 N KEYSER AVE,41.441058195,-75.677157069
,,PA0350400,2021-00010596,04/01/2021 16:45:57,Other unspecified incident,310 DEPOT ST,41.438951017,-75.647433722
,,PA0350400,2021-00010597,04/01/2021 16:46:01,Suspicious Vehicle,1038 E ELM ST,41.3886960612784,-75.6598274482618
,,PA0350400,2021-00010598,04/01/2021 17:10:28,Drugs,1020 COOPER ST,41.4262759565097,-75.6661753385204
,,PA0350400,2021-00010599,04/01/2021 17:10:07,Dog Complaint,317 10TH AVE,41.4085682128234,-75.6824412418647
,,PA0350400,2021-00010600,04/01/2021 17:31:14,Criminal Mischief,422 PRESCOTT AVE,41.403737739,-75.649066622
,,PA0350400,2021-00010601,04/01/2021 17:43:42,Warrant Service,2117 BELMONT TER,41.4406359203576,-75.6524462815369
,,PA0350400,2021-00010602,04/01/2021 18:16:15,Disorderly Conduct,230 PROSPECT AVE,41.4012104935319,-75.6599724574114
,,PA0350400,2021-00010603,04/01/2021 18:18:34,Protection from Abuse Violation,100 S WASHINGTON AVE,41.406332227,-75.665552783
,,PA0350400,2021-00010604,04/01/2021 18:17:46,Robbery/Hold Up,320 FRANKLIN AVE,41.411774689,-75.665814618
,,PA0350400,2021-00010605,04/01/2021 18:33:49,Robbery/Hold Up,2822 N MAIN AVE,41.4451026726956,-75.6445140019431
,,PA0350400,2021-00010606,04/01/2021 18:18:50,Welfare Check,152 WILLIAM ST,41.4395930614959,-75.6563953933149
,,PA0350400,2021-00010607,04/01/2021 19:12:38,Investigation of Situation,1411 PITTSTON AVE,41.3923183370154,-75.6726848448482
,,PA0350400,2021-00010608,04/01/2021 19:23:16,Wire Down,311 RAYMOND CT,41.411331185,-75.665413952
,,PA0350400,2021-00010609,04/01/2021 19:38:20,Domestic,722 VINE ST,41.409530634,-75.65671605
,,PA0350400,2021-00010610,04/01/2021 19:44:57,Vehicle Pursuit,406 N MAIN ST,41.389405523,-75.699783556
,,PA0350400,2021-00010611,04/01/2021 19:51:18,Investigation of Situation,126 N BROMLEY AVE,41.4141796146701,-75.6815988792078
,,PA0350400,2021-00010612,04/01/2021 19:52:18,Stolen Vehicle,1831 N KEYSER AVE,41.445448157,-75.666496457
,,PA0350400,2021-00010613,04/01/2021 20:05:25,Police Assistance,332 CROWN AVE,41.3969737211301,-75.6555767191289
,,PA0350400,2021-00010614,04/01/2021 20:08:19,Burglary,1620 LUZERNE ST,41.4118755216795,-75.6916097533786
,,PA0350400,2021-00010615,04/01/2021 20:27:49,Emotionally/Mentally Dist Person,332 S 9TH AVE,41.4079020105268,-75.6812250174939
,,PA0350400,2021-00010616,04/01/2021 20:44:18,Tresspassing,328 PROSPECT AVE,41.4003881123912,-75.6608871646321
,,PA0350400,2021-00010617,04/01/2021 21:08:11,Motor Vehicle Crash,1739 N KEYSER AVE,41.445028606,-75.669377596
,,PA0350400,2021-00010618,04/01/2021 20:41:26,Theft,819 MADISON AVE,41.413057904,-75.65198274
,,PA0350400,2021-00010619,04/01/2021 21:18:47,Emotionally/Mentally Dist Person,502 N FILMORE AVE,41.4205182692942,-75.6840940190657
,,PA0350400,2021-00010620,04/01/2021 20:24:44,Investigation of Situation,590 CANNON ST,41.4472161220356,-75.6600775358042
,,PA0350400,2021-00010621,04/01/2021 21:28:41,Investigation of Situation,1503 KOZY DR,41.433049232,-75.672087085
,,PA0350400,2021-00010622,04/01/2021 22:15:01,Theft,813 MADISON AVE,41.4129943645606,-75.65205367711
,,PA0350400,2021-00010623,04/01/2021 22:53:08,Domestic,1501 W LOCUST ST,41.4071094711072,-75.6934720682141
,,PA0350400,2021-00010624,04/01/2021 23:02:10,Investigation of Situation,1118 W ELM ST,41.404850781324,-75.6867535831555
,,PA0350400,2021-00010625,04/01/2021 22:52:04,Animal Incident,1745 SANDERSON AVE,41.4319125856079,-75.6491167062078
,,PA0350400,2021-00010626,04/01/2021 23:47:18,Warrant Service,1510 E GIBSON ST,41.4076195298255,-75.6441186456542
,,PA0350400,2021-00010627,04/01/2021 23:54:04,Drugs,JACKSON ST / S MAIN AVE,41.4124753193189,-75.6802217009538
,,PA0350400,2021-00010628,04/02/2021 00:25:28,ALS Incdient,1010 EYNON ST,41.405186490023,-75.685238863426
,,PA0350400,2021-00010629,04/02/2021 01:14:20,Disorderly Conduct,499 MULBERRY ST,41.410365053,-75.661076093
,,PA0350400,2021-00010630,04/02/2021 01:51:13,Transport of Indiviual,100 S WASHINGTON AVE,41.406332227,-75.665552783
,,PA0350400,2021-00010631,04/02/2021 02:11:10,Suspicious Vehicle,816 CAPOUSE AVE,41.4171305701381,-75.6588741370601
,,PA0350400,2021-00010632,04/02/2021 04:35:58,Traffic Stop,OLIVE ST / CAPOUSE AVE,41.4142235894641,-75.6611231918649
,,PA0350400,2021-00010633,04/02/2021 04:50:14,Disorderly Conduct,947 VIEWMONT DR,41.455558215,-75.648422274
,,PA0350400,2021-00010634,04/02/2021 05:07:32,Traffic Stop,SCRANTON ST / S EDWARDS CT,41.4117294945011,-75.6801510689765
,,PA0350400,2021-00010635,04/02/2021 05:11:38,Suspicious Person,516 N DECKER CT,41.4174154980799,-75.6764428602275
,,PA0350400,2021-00010636,04/02/2021 05:45:03,Motor Vehicle Crash,LUZERNE ST / RAILROAD AVE,41.4043758853757,-75.6763031463205
,,PA0350400,2021-00010637,04/02/2021 07:08:51,Other unspecified incident,101 W POPLAR ST,41.42314846,-75.659060142
