_needs_review,_review_reason,Incident ORI,Incident Number,Incident Date And Time,Incident Type,Incident Address,Incident Address Latitude,Incident Address Longitude
,,PA0350400,2020-00021394,07/01/2020 00:05:53,Investigation of Situation,649 NORTHERN BLVD,41.477824266,-75.684918287
,,PA0350400,2020-00021403,07/01/2020 00:05:53,Drugs,649 NORTHERN BLVD,41.477824266,-75.684918287
,,PA0350400,2020-00021404,07/01/2020 00:36:24,Nuisance Complaint,600 HARRISON AVE,41.4048846090701,-75.6459052848686
,,PA0350400,2020-00021406,07/01/2020 01:12:01,Threats/Non-Physical,504 N ST FRANCES CABRINI AVE,41.4157083640295,-75.6745936713207
,,PA0350400,2020-00021407,07/01/2020 02:04:36,Investigation of Situation,2637 PRICE ST,41.4229459764893,-75.6989713330353
,,PA0350400,2020-00021408,07/01/2020 02:24:58,Traffic Stop,400 ADAMS AVE,41.409551274,-75.659532478
,,PA0350400,2020-00021409,07/01/2020 02:56:33,Theft,100 S WASHINGTON AVE,41.406351179867,-75.6655079369749
,,PA0350400,2020-00021410,07/01/2020 03:00:40,Intrusion Alarm,1051 ALBRIGHT AVE,41.424460977787,-75.66237396368
,,PA0350400,2020-00021411,07/01/2020 03:27:48,Nuisance Complaint,529 S WEBSTER AVE,41.3975257920731,-75.6608549559006
,,PA0350400,2020-00021412,07/01/2020 03:34:05,Assist Motorist,MERIDIAN AVE / LUZERNE ST,41.4052632986723,-75.6781284406336
,,PA0350400,2020-00021413,07/01/2020 03:47:45,Intrusion Alarm,2724 PRICE ST,41.4236363929925,-75.7002449677195
,,PA0350400,2020-00021414,07/01/2020 04:24:18,Burglary,506 W ELM ST,41.4009564490979,-75.6787418370948
,,PA0350400,2020-00021415,07/01/2020 06:06:27,Harassment,EDNA AVE / SCHOOL ST,41.4386415305328,-75.6561251626064
,,PA0350400,2020-00021416,07/01/2020 06:39:58,Theft,400 SCHULTZ CT,41.4028697048753,-75.6490805358385
,,PA0350400,2020-00021417,07/01/2020 07:20:59,Criminal Mischief,1317 EYNON ST,41.407315727,-75.689780878
,,PA0350400,2020-00021418,07/01/2020 07:47:11,Drunk/Drinking,3400 N MAIN AVE,41.448765527,-75.640378728
,,PA0350400,2020-00021419,07/01/2020 07:59:17,Automatic Fire Alarm,100 TERRACE LN,41.449044709,-75.677260944
,,PA0350400,2020-00021420,07/01/2020 08:08:44,Lost/Recovered Property,225 GREENBUSH ST,41.4485408477084,-75.6451342272671
,,PA0350400,2020-00021421,07/01/2020 08:23:52,Investigation of Situation,1 MOREL ST,41.43697123,-75.640406526
,,PA0350400,2020-00021422,07/01/2020 08:28:51,Animal Incident,2224 POND AVE,41.4397743713937,-75.6483278979359
,,PA0350400,2020-00021423,07/01/2020 08:45:37,Transport of Indiviual,100 S WASHINGTON AVE,41.406351179867,-75.6655079369749
,,PA0350400,2020-00021424,07/01/2020 08:58:21,Domestic,1315 PITTSTON AVE,41.393109736,-75.671785979
,,PA0350400,2020-00021425,07/01/2020 10:40:55,Arson,1111 S IRVING AVE,41.391432275,-75.664568365
,,PA0350400,2020-00021426,07/01/2020 10:09:20,Domestic,2090 N MAIN AVE,41.4390162689615,-75.6521822972114
,,PA0350400,2020-00021427,07/01/2020 10:05:52,Investigation of Situation,156 CEDAR AVE,41.404441129,-75.663950712
,,PA0350400,2020-00021428,07/01/2020 10:15:49,Highway/Road Hazard,,41.4317515748355,-75.6700384802927
,,PA0350400,2020-00021429,07/01/2020 10:18:15,Abandoned Vehicle,1316 S WEBSTER AVE,41.390882898,-75.668266507
,,PA0350400,2020-00021430,07/01/2020 10:37:40,Call by Phone,100 S WASHINGTON AVE,41.406351179867,-75.6655079369749
,,PA0350400,2020-00021431,07/01/2020 11:05:57,Intrusion Alarm,131 N WASHINGTON AVE,41.407107605,-75.664682484
,,PA0350400,2020-00021432,07/01/2020 11:07:22,Highway/Road Hazard,700 S MAIN AVE,41.4053655835821,-75.6859223237793
,,PA0350400,2020-00021433,07/01/2020 11:13:47,Parking Complaint,902 QUINCY AVE,41.4126438745776,-75.6485952066525
,,PA0350400,2020-00021434,07/01/2020 11:20:12,Domestic,411 S MAIN AVE,41.4080177448347,-75.6843574498654
,,PA0350400,2020-00021435,07/01/2020 11:58:29,Motor Vehicle Crash,700 LACKAWANNA AVE,41.405623353,-75.66256503
,,PA0350400,2020-00021436,07/01/2020 12:07:15,Tresspassing,500 ARTHUR AVE,41.401639229,-75.643824527
