_needs_review,_review_reason,Incident ORI,Incident Number,Incident Date And Time,Incident Type,Incident Address,Incident Address Latitude,Incident Address Longitude
,,PA0350400,2023-00023978,07/01/2023 00:08:40,BLDC,3400 N MAIN AVE,41.448765527,-75.640378728
,,PA0350400,2023-00023979,07/01/2023 00:11:16,Missing Person,1220 PENN AVE,41.4216261450877,-75.65282704159
,,PA0350400,2023-00023980,07/01/2023 00:14:19,Nuisance Complaint,1105 JACKSON ST,41.4125291609606,-75.680382132766
,,PA0350400,2023-00023981,07/01/2023 00:15:52,BLDC,959 VIEWMONT DR,41.456918866,-75.651024834
,,PA0350400,2023-00023982,07/01/2023 00:27:00,BLDC,1779 N KEYSER AVE,41.445323715,-75.66815822
,,PA0350400,2023-00023983,07/01/2023 00:25:36,ALS Incdient,,41.35195,-75.662604
,,PA0350400,2023-00023984,07/01/2023 00:30:20,BLDC,740 OAK ST,41.44455422,-75.665106376
,,PA0350400,2023-00023985,07/01/2023 00:31:14,Welfare Check,657 N HYDE PARK AVE,41.4195235987392,-75.6755039744874
,,PA0350400,2023-00023986,07/01/2023 00:36:26,BLDC,2100 ROCKWELL AVE,41.44327843,-75.658746041
,,PA0350400,2023-00023987,07/01/2023 00:39:48,BLDC,416 W MARKET ST,41.441407919,-75.660314483
,,PA0350400,2023-00023988,07/01/2023 00:41:30,BLDC,335 W MARKET ST,41.4400087442069,-75.6595396499725
,,PA0350400,2023-00023989,07/01/2023 00:43:33,Motor Vehicle Violation,,41.411478,-75.618835
,,PA0350400,2023-00023990,07/01/2023 00:52:56,Theft,,41.35195,-75.662604
,,PA0350400,2023-00023991,07/01/2023 01:10:55,Suspicious Vehicle,982 PROVIDENCE RD,41.424425028,-75.666095859
,,PA0350400,2023-00023992,07/01/2023 01:13:03,Blackmail/Extortion,719 S 9TH AVE,41.4040593041792,-75.684347428409
,,PA0350400,2023-00023993,07/01/2023 01:17:46,Fight,FARR ST / N MAIN AVE,41.4244491493248,-75.6719086151379
,,PA0350400,2023-00023994,07/01/2023 01:24:16,Burglary,746 E LOCUST ST,41.3911550841006,-75.6659818048431
,,PA0350400,2023-00023995,07/01/2023 01:31:53,Disorderly Conduct,906 PROVIDENCE RD,41.422257673,-75.665454858
,,PA0350400,2023-00023996,07/01/2023 01:33:51,Nuisance Complaint,0 HILLTOP MANOR DR,41.3800835367871,-75.6799824281545
,,PA0350400,2023-00023997,07/01/2023 01:52:13,Traffic Stop,SANDERSON AVE / PLUM PL,41.4231802293444,-75.6550062597243
,,PA0350400,2023-00023998,07/01/2023 01:53:17,ALS Incdient,440 WYOMING AVE,41.411655386,-75.661816754
,,PA0350400,2023-00023999,07/01/2023 01:59:02,Nuisance Complaint,,41.396,-75.639
,,PA0350400,2023-00024000,07/01/2023 02:10:47,Traffic Control Device Problem,ASH ST / CAPOUSE AVE,41.4197176615154,-75.6568635018776
,,PA0350400,2023-00024001,07/01/2023 02:14:08,Tresspassing,1608 CEDAR AVE,41.391797554,-75.676394215
,,PA0350400,2023-00024002,07/01/2023 02:17:10,Nuisance Complaint,130 S REBECCA AVE,41.4145449955572,-75.6861679864532
,,PA0350400,2023-00024003,07/01/2023 02:27:59,BLDC,750 PROVIDENCE RD,41.418534014,-75.665361585
