_needs_review,_review_reason,Incident ORI,Incident Number,Incident Date And Time,Incident Type,Incident Address,Incident Address Latitude,Incident Address Longitude
,,PA0350400,2020-00031963,01/06/2021 08:30:28,Warrant Service,944 MONROE AVE,41.4137864205082,-75.6492022612195
,,PA0350400,2021-00000001,01/01/2021 00:04:49,Nuisance Complaint,600 PALM ST,41.3896228654734,-75.6726202622358
,,PA0350400,2021-00000002,01/01/2021 00:15:50,Domestic,67 LAUREL DR,41.400650714,-75.626399786
,,PA0350400,2021-00000003,01/01/2021 00:15:59,Burglary,423 CAYUGA ST,41.439240047545,-75.6652111155186
,,PA0350400,2021-00000004,01/01/2021 00:16:49,Structure Fire,1210 MULBERRY ST,41.40499448,-75.652725406
,,PA0350400,2021-00000005,01/01/2021 00:26:24,Nuisance Complaint,317 10TH AVE,41.4085682128234,-75.6824412418647
,,PA0350400,2021-00000006,01/01/2021 00:40:20,Investigation of Situation,1175 KANE ST,41.374032693,-75.678761336
,,PA0350400,2021-00000007,01/01/2021 01:00:58,Dog Complaint,1161 HAMPTON ST,41.4070122981192,-75.6870602666467
,,PA0350400,2021-00000008,01/01/2021 00:36:33,Domestic,714 CYPRESS ST,41.4490058062365,-75.6123981218474
,,PA0350400,2021-00000009,01/01/2021 01:07:18,Traffic Stop,HARRISON AVE / ROSELYNN ST,41.4005968113124,-75.6507180370423
,,PA0350400,2021-00000010,01/01/2021 01:16:21,Suspicious Vehicle,235 HARRISON AVE,41.400889882,-75.65044062
,,PA0350400,2021-00000011,01/01/2021 01:23:19,Drugs,101 CROWN AVE,41.3988573841293,-75.6533682886432
,,PA0350400,2021-00000012,01/01/2021 01:25:27,Traffic Stop,E ELM ST / S WASHINGTON AVE,41.3980971363182,-75.6746678978922
,,PA0350400,2021-00000013,01/01/2021 01:34:32,Domestic,915 RIDGE AVE,41.4090159237903,-75.6422980483386
,,PA0350400,2021-00000014,01/01/2021 01:46:27,Tresspassing,642 E MARKET ST,41.4335672510247,-75.6490602566247
,,PA0350400,2021-00000015,01/01/2021 01:49:49,Disorderly Conduct,505 CEDAR AVE,41.4010771227247,-75.6659984146076
,,PA0350400,2021-00000016,01/01/2021 02:05:42,Domestic,838 HERBERT ST,41.3791993447498,-75.6784547827455
,,PA0350400,2021-00000017,01/01/2021 02:11:31,Investigation of Situation,700 QUINCY AVE,41.410313779,-75.651177433
,,PA0350400,2021-00000018,01/01/2021 02:39:42,Suicide/Attempt,505 CEDAR AVE,41.4010771227247,-75.6659984146076
,,PA0350400,2021-00000019,01/01/2021 02:46:39,Fight,205 N WASHINGTON AVE,41.408122103,-75.663546964
,,PA0350400,2021-00000020,01/01/2021 02:49:04,Fight,536 ALDER ST,41.3985133744462,-75.6640201531647
,,PA0350400,2021-00000021,01/01/2021 03:05:23,Motor Vehicle Crash,CROWN AVE / RIVER ST,41.3964167984263,-75.6561457334148
,,PA0350400,2021-00000022,01/01/2021 03:10:36,Fight,1100 PROSPECT AVE,41.3938385741363,-75.6681155981457
,,PA0350400,2021-00000023,01/01/2021 03:13:56,Investigation of Situation,708 DAVIS ST,41.376436921,-75.690954738
,,PA0350400,2021-00000024,01/01/2021 03:35:55,Drunk/Drinking,47 E PARKER ST,41.4413883324474,-75.6441477752418
,,PA0350400,2021-00000025,01/01/2021 04:10:51,Overdose,1126 CEDAR AVE,41.3956717873662,-75.6713291234482
,,PA0350400,2021-00000026,01/01/2021 04:27:52,Transport of Indiviual,100 S WASHINGTON AVE,41.406332227,-75.665552783
,,PA0350400,2021-00000027,01/01/2021 04:25:21,Disorderly Conduct,838 HERBERT ST,41.3791993447498,-75.6784547827455
,,PA0350400,2021-00000028,01/01/2021 05:03:05,Investigation of Situation,1130 W LOCUST ST,41.4047852197234,-75.68866028017
