_needs_review,_review_reason,Incident ORI,Incident Number,Incident Date And Time,Incident Type,Incident Address,Incident Address Latitude,Incident Address Longitude
,,PA0350400,2021-00036066,10/01/2021 00:34:09,Welfare Check,518 N REBECCA AVE,41.419653086,-75.681690345
,,PA0350400,2021-00036067,10/01/2021 00:49:33,Traffic Stop,MULBERRY ST / JEFFERSON AVE,41.408768714403,-75.6586002617318
,,PA0350400,2021-00036068,10/01/2021 00:47:58,Automatic Fire Alarm,501 MADISON AVE,41.409388514,-75.656103006
,,PA0350400,2021-00036069,10/01/2021 00:58:25,Motor Vehicle Crash,MULBERRY ST / JEFFERSON AVE,41.408768714403,-75.6586002617318
,,PA0350400,2021-00036070,10/01/2021 00:59:54,Neighbor Dispute,420 ADAMS AVE,41.409745196,-75.65931717
,,PA0350400,2021-00036071,10/01/2021 02:11:02,Domestic,2031 MARGARET AVE,41.4398903245467,-75.6555033195798
,,PA0350400,2021-00036072,10/01/2021 02:51:08,Welfare Check,1101 MOOSIC ST,41.396762938,-75.649722218
,,PA0350400,2021-00036073,10/01/2021 03:09:06,Parking Complaint,448 TAYLOR AVE,41.4051279426196,-75.6512861020001
,,PA0350400,2021-00036074,10/01/2021 03:26:35,Suspicious Person,947 VIEWMONT DR,41.455558215,-75.648422274
,,PA0350400,2021-00036075,10/01/2021 03:34:37,Police Assistance,430 LACKAWANNA AVE,41.407307653752,-75.6659487842706
,,PA0350400,2021-00036076,10/01/2021 03:31:42,Suspicious Vehicle,1 LAKE SCRANTON RD,41.3980706726516,-75.6253954406356
,,PA0350400,2021-00036077,10/01/2021 03:30:21,ALS Incdient,1024 CAPOUSE AVE,41.4200231330654,-75.6564764196925
,,PA0350400,2021-00036078,10/01/2021 04:38:32,Suspicious Person,1700 N WASHINGTON AVE,41.427442140385,-75.6436931951616
,,PA0350400,2021-00036079,10/01/2021 05:45:03,Parking Complaint,719 W ELM ST,41.4027439683884,-75.6825424509421
,,PA0350400,2021-00036080,10/01/2021 07:15:52,Suicide/Attempt,118 MARCUS ST,41.4196811494269,-75.6220156109865
,,PA0350400,2021-00036081,10/01/2021 07:33:14,Welfare Check,919 N WEBSTER AVE,41.4114459754617,-75.6462487258157
,,PA0350400,2021-00036082,10/01/2021 07:35:40,Intrusion Alarm,640 MADISON AVE,41.410901664,-75.654279992
,,PA0350400,2021-00036083,10/01/2021 07:41:40,Motor Vehicle Crash,1400 BULWER ST,41.427536493,-75.672101027
,,PA0350400,2021-00036084,10/01/2021 07:41:59,Welfare Check,518 N REBECCA AVE,41.419653086,-75.681690345
,,PA0350400,2021-00036085,10/01/2021 08:23:15,Investigation of Situation,1201 LUZERNE ST,41.409600902,-75.687130903
,,PA0350400,2021-00036086,10/01/2021 08:26:44,Animal Incident,362 N HYDE PARK AVE,41.4163434220798,-75.6781161662534
,,PA0350400,2021-00036087,10/01/2021 08:26:57,Domestic,1203 SWETLAND ST,41.41723513,-75.677658178
,,PA0350400,2021-00036088,10/01/2021 08:25:52,Suicide/Attempt,116 MORRIS AVE,41.4168482674519,-75.6902056733984
,,PA0350400,2021-00036089,10/01/2021 08:41:13,Intrusion Alarm,157 S MAIN AVE,41.411400945,-75.681386693
,,PA0350400,2021-00036090,10/01/2021 08:50:25,Protection from Abuse Violation,1124 W LOCUST ST,41.4047342441284,-75.6885590683772
,,PA0350400,2021-00036091,10/01/2021 08:51:14,ALS Incdient,3400 BOULEVARD AVE,41.447378674,-75.634103365
