_needs_review,_review_reason,Incident ORI,Incident Number,Incident Date And Time,Incident Type,Incident Address,Incident Address Latitude,Incident Address Longitude
,,PA0350400,2020-00016289,04/07/2022 09:26:00,Investigation of Situation,DICK'S SPORTING GOOD,,
,,PA0350400,2022-00010125,04/01/2022 00:08:41,BLDC,500 TAYLOR AVE,41.405796571378,-75.6505356447854
,,PA0350400,2022-00010126,04/01/2022 00:30:30,BLDC,510 TAYLOR AVE,41.4059054069686,-75.6504222891919
,,PA0350400,2022-00010127,04/01/2022 00:43:56,Traffic Stop,LINDEN ST / ADAMS AVE,41.4082737402872,-75.6610318755806
,,PA0350400,2022-00010128,04/01/2022 00:45:10,Automatic Fire Alarm,1012 SANDERSON AVE,41.4205921532019,-75.6577277178802
,,PA0350400,2022-00010129,04/01/2022 01:05:57,Traffic Stop,300 N WASHINGTON AVE,41.409206204,-75.662201856
,,PA0350400,2022-00010130,04/01/2022 01:09:41,Traffic Stop,100 ADAMS AVE,41.40594512,-75.663591152
,,PA0350400,2022-00010131,04/01/2022 01:14:11,Traffic Stop,BIRCH ST / CEDAR AVE,41.3986564714464,-75.6687350402969
,,PA0350400,2022-00010132,04/01/2022 01:37:56,Traffic Stop,N MAIN AVE / OAK ST,41.4369746211613,-75.6588786985361
,,PA0350400,2022-00010133,04/01/2022 01:43:46,BLDC,982 PROVIDENCE RD,41.424425028,-75.666095859
,,PA0350400,2022-00010134,04/01/2022 01:48:14,BLDC,510 TAYLOR AVE,41.4059054069686,-75.6504222891919
,,PA0350400,2022-00010135,04/01/2022 01:47:52,Domestic,214 S SUMNER AVE,41.4119146902496,-75.6857380748869
,,PA0350400,2022-00010136,04/01/2022 01:58:28,BLDC,1202 S WASHINGTON AVE,41.397153455,-75.675254993
,,PA0350400,2022-00010137,04/01/2022 01:59:08,Traffic Stop,401 N 7TH AVE,41.412491003,-75.672258626
,,PA0350400,2022-00010138,04/01/2022 01:56:46,Theft,1002 CROWN AVE,41.3912794647864,-75.6618442417407
