_needs_review,_review_reason,Incident ORI,Incident Number,Incident Date And Time,Incident Type,Incident Address,Incident Address Latitude,Incident Address Longitude
,,PA0350400,2018-00039795,10/19/2019 13:19:00,Theft,1403 DARTMOUTH ST,41.4054421911378,-75.6923175001684
,,PA0350400,2019-00038858,10/01/2019 00:14:29,Suspicious Vehicle,637 LUZERNE ST,41.4057336,-75.679184856
,,PA0350400,2019-00038859,10/01/2019 00:12:53,Carbon Monoxide Alarm Activation,10 LOOP AVE,41.4457120912889,-75.6625644513316
,,PA0350400,2019-00038860,10/01/2019 00:16:38,Motor Vehicle Violation,PITTSTON AVE / E ELM ST,41.3950153847362,-75.6697489085116
,,PA0350400,2019-00038861,10/01/2019 00:50:10,Traffic Stop,MULBERRY ST / WYOMING AVE,41.411133802,-75.662466131
,,PA0350400,2019-00038862,10/01/2019 01:08:54,Landlord/Tennant Dispute,13 AMITY CT,41.4186477506903,-75.6598172115022
,,PA0350400,2019-00038863,10/01/2019 01:28:09,Traffic Stop,383 MERIDIAN AVE,41.405891556,-75.678149481
,,PA0350400,2019-00038864,10/01/2019 01:47:12,Traffic Stop,802 MOOSIC ST,41.3998753776862,-75.6548553992968
,,PA0350400,2019-00038865,10/01/2019 01:53:38,Intrusion Alarm,515 CENTER ST,41.406674307,-75.663811749
,,PA0350400,2019-00038866,10/01/2019 01:58:26,Suspicious Vehicle,400 HAMM CT,41.4005161391547,-75.6628264022681
,,PA0350400,2019-00038867,10/01/2019 02:25:10,Traffic Stop,FRONT ST / PITTSTON AVE,41.4028001709355,-75.6611407417528
,,PA0350400,2019-00038868,10/01/2019 03:06:00,Welfare Check,100 S MAIN AVE,41.4124276891536,-75.6803293630297
,,PA0350400,2019-00038869,10/01/2019 03:42:36,Intrusion Alarm,355 MAPLE ST,41.397201863,-75.670849171
,,PA0350400,2019-00038870,10/01/2019 04:11:44,Intrusion Alarm,1420 MULBERRY ST,41.403449071,-75.650268529
,,PA0350400,2019-00038871,10/01/2019 04:17:16,Intrusion Alarm,117 MEADOW AVE,41.396549447,-75.649910178
,,PA0350400,2019-00038872,10/01/2019 04:46:44,Welfare Check,721 MAPLE ST,41.3930848347542,-75.664396849593
,,PA0350400,2019-00038873,10/01/2019 06:05:33,Nuisance Complaint,1734 BRICK AVE,41.439703418824,-75.6635522462809
,,PA0350400,2019-00038874,10/01/2019 06:09:24,ALS Incdient,1623 LUZERNE ST,41.411848352997,-75.6916871811042
,,PA0350400,2019-00038875,10/01/2019 06:30:48,Welfare Check,1715 SANDERSON AVE,41.4310529405236,-75.6498654829782
